Drug1,Drug2,Prob,Method
DB03309,Amine_oxidase_[flavin-containing]_B,0.3333,semEP
DB04367,Dihydrolipoyllysine-residue_acetyltransferase_component_of_pyruvate_dehydrogenase_complex_mitochondrial,0.3333,semEP
DB01267,Cytosolic_phospholipase_A2,0.3333,semEP
DB01708,Lactaldehyde_dehydrogenase,0.3333,semEP
DB01752,Cytosolic_purine_5'-nucleotidase,0.3333,semEP
DB03147,6-phosphogluconate_dehydrogenase_decarboxylating,0.3333,semEP
DB02772,Glutamate_receptor_ionotropic_kainate_1,0.3333,semEP
DB02701,Alcohol_dehydrogenase_1B,0.3333,semEP
DB01996,72_kDa_type_IV_collagenase,0.3333,semEP
DB04464,Aldose_reductase,0.3333,semEP
DB09288,Nuclear_factor_NF-kappa-B_p105_subunit,0.3333,semEP
DB00142,Glutamate_decarboxylase_alpha,0.3333,semEP
DB03147,NADH-ubiquinone_oxidoreductase_75_kDa_subunit_mitochondrial,0.3333,semEP
DB11811,Phosphatidylinositol_3-kinase_regulatory_subunit_gamma,0.3333,semEP
DB03120,Bacterioferritin_comigratory_protein,0.3333,semEP
DB04343,Glycine_N-acyltransferase-like_protein_1,0.3333,semEP
DB04214,Methionine_aminopeptidase_2,0.3333,semEP
DB04325,D-lactate_dehydrogenase,0.3333,semEP
DB04464,5HT3_serotonin_receptor,0.3333,semEP
DB00360,Nitric_oxide_synthase_inducible,0.3333,semEP
DB13876,Amine_oxidase_[flavin-containing]_B,0.3333,semEP
DB00166,Adenosine_receptor_A3,0.3333,semEP
DB00159,Solute_carrier_family_2_facilitated_glucose_transporter_member_1,0.3333,semEP
DB02365,TetR_family_transcriptional_repressor_LfrR,0.3333,semEP
DB00114,Virulence_sensor_histidine_kinase_PhoQ,0.3333,semEP
DB06151,Fibroblast_growth_factor_receptor_2,0.3333,semEP
DB06470,Monocarboxylate_transporter_7,0.3333,semEP
DB02828,Queuine_tRNA-ribosyltransferase,0.3333,semEP
DB02703,5-methyltetrahydropteroyltriglutamate--homocysteine_methyltransferase,0.3333,semEP
DB00945,Choline-phosphate_cytidylyltransferase_B,0.3333,semEP
DB00166,Guanine_nucleotide-binding_protein_G(s)_subunit_alpha_isoforms_short,0.3333,semEP
DB09338,Alkaline_phosphatase,0.3333,semEP
DB02327,Serine_acetyltransferase,0.3333,semEP
DB00160,Serine_hydroxymethyltransferase_cytosolic,0.3333,semEP
DB08604,Ceramide_glucosyltransferase,0.3333,semEP
DB03127,Alcohol_dehydrogenase_1B,0.3333,semEP
DB03147,Nitric_oxide_synthase_endothelial,0.3333,semEP
DB08427,2-dehydro-3-deoxyphosphooctonate_aldolase,0.3333,semEP
DB06920,Caspase-1,0.3333,semEP
DB08839,Sodium-dependent_noradrenaline_transporter,0.3333,semEP
DB03600,Serine/threonine-protein_phosphatase_2B_catalytic_subunit_alpha_isoform,0.3333,semEP
DB07623,Mycocyclosin_synthase,0.3333,semEP
DB09130,Inositol_monophosphatase_1,0.3333,semEP
DB08931,Adenylate_cyclase,0.3333,semEP
DB04094,Phospholipase_A2,0.3333,semEP
DB01438,Sodium_channel_protein_type_5_subunit_alpha,0.3333,semEP
DB03587,Peptidyl-prolyl_cis-trans_isomerase_FKBP1A,0.3333,semEP
DB02709,Retinoic_acid_receptor_RXR-alpha,0.3333,semEP
DB00260,U1_small_nuclear_ribonucleoprotein_A,0.3333,semEP
DB06695,Coagulation_factor_X,0.3333,semEP
DB02772,T-complex_protein_1_subunit_eta,0.3333,semEP
DB04079,CDP-diacylglycerol--inositol_3-phosphatidyltransferase,0.3333,semEP
DB04447,Thymidine_kinase_cytosolic,0.3333,semEP
DB00142,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2-6-diaminopimelate_ligase,0.3333,semEP
DB01241,Peroxisome_proliferator-activated_receptor_gamma,0.3333,semEP
DB04553,Pyruvate_carboxylase_mitochondrial,0.3333,semEP
DB06228,Prostaglandin_G/H_synthase_1,0.3333,semEP
DB04326,1-deoxy-D-xylulose_5-phosphate_reductoisomerase,0.3333,semEP
DB05812,Cytochrome_P450_19A1,0.3333,semEP
DB04356,Purine_nucleoside_phosphorylase,0.3333,semEP
DB01796,4-hydroxy-tetrahydrodipicolinate_reductase,0.3333,semEP
DB04209,Prolyl_4-hydroxylase_subunit_alpha-1,0.3333,semEP
DB01863,Potassium_voltage-gated_channel_subfamily_H_member_2,0.3333,semEP
DB03900,Multidrug_resistance_protein_MexA,0.3333,semEP
DB00244,Phospholipase_A2,0.3333,semEP
DB01992,DNA_polymerase_epsilon_subunit_2,0.3333,semEP
DB12783,Aminoacylase-1,0.3333,semEP
DB01853,5-hydroxytryptamine_receptor_3A,0.3333,semEP
DB03912,Pantothenate_kinase,0.3333,semEP
DB03128,Liver_carboxylesterase_1,0.3333,semEP
DB09061,Sn1-specific_diacylglycerol_lipase_alpha,0.3333,semEP
DB06586,Alcohol_dehydrogenase_1A,0.3333,semEP
DB01235,Nuclear_factor_of_activated_T-cells_cytoplasmic_1,0.3333,semEP
DB02810,Delta-aminolevulinic_acid_dehydratase,0.3333,semEP
DB00141,Arginase-1,0.3333,semEP
DB01123,Putative_uncharacterized_protein,0.3333,semEP
DB01015,Solute_carrier_family_13_member_2,0.3333,semEP
DB04655,Gamma-butyrobetaine_dioxygenase,0.3333,semEP
DB01718,Cyclopropane_mycolic_acid_synthase_2,0.3333,semEP
DB12598,Methionyl-tRNA_formyltransferase,0.3333,semEP
DB09130,TGF-beta-activated_kinase_1_and_MAP3K7-binding_protein_1,0.3333,semEP
DB13155,Estrogen_receptor_alpha,0.3333,semEP
DB03147,Poly(A)_polymerase_alpha,0.3333,semEP
DB02509,All-trans-retinol_13-14-reductase,0.3333,semEP
DB12442,Endoplasmin,0.3333,semEP
DB08809,2-hydroxy-6-oxo-7-methylocta-2-4-dienoate_hydrolase,0.3333,semEP
DB05351,Glycine_amidinotransferase_mitochondrial,0.3333,semEP
DB04079,1-phosphatidylinositol_phosphodiesterase,0.3333,semEP
DB08657,Ribonucleoside-diphosphate_reductase_subunit_M2,0.3333,semEP
DB01133,6-phosphogluconolactonase,0.3333,semEP
DB01173,Sodium-dependent_dopamine_transporter,0.3333,semEP
DB04464,Dipeptidase_1,0.3333,semEP
DB03369,Kallikrein-1,0.3333,semEP
DB00149,Isoleucine--tRNA_ligase_mitochondrial,0.3333,semEP
DB04272,Spermine_oxidase,0.3333,semEP
DB02137,Xanthine_dehydrogenase/oxidase,0.3333,semEP
DB00172,Urease_subunit_alpha,0.3333,semEP
DB01411,Transient_receptor_potential_cation_channel_subfamily_V_member_1,0.3333,semEP
DB04459,Plasminogen,0.3333,semEP
DB03566,1-deoxy-D-xylulose_5-phosphate_reductoisomerase,0.3333,semEP
DB04622,Carboxylesterase,0.3333,semEP
DB00348,Pentaerythritol_tetranitrate_reductase,0.3333,semEP
DB02078,Phosphoserine_aminotransferase,0.3333,semEP
DB00171,4-cresol_dehydrogenase_[hydroxylating]_flavoprotein_subunit,0.3333,semEP
DB02556,Glutamic_acid_decarboxylase,0.3333,semEP
DB00167,1-aminocyclopropane-1-carboxylate_deaminase,0.3333,semEP
DB00941,Acetylcholinesterase,0.3333,semEP
DB04347,Thermoresistant_gluconokinase,0.3333,semEP
DB02595,D-lactate_dehydrogenase,0.3333,semEP
DB13751,Peroxisome_proliferator-activated_receptor_alpha,0.3333,semEP
DB01090,Neuronal_acetylcholine_receptor_subunit_alpha-7,0.3333,semEP
DB04436,Proliferating_cell_nuclear_antigen,0.3333,semEP
DB00131,Acetyl-coenzyme_A_synthetase,0.3333,semEP
DB00171,Acetyl-coenzyme_A_synthetase,0.3333,semEP
DB00789,N-acetyl-D-glucosamine_kinase,0.3333,semEP
DB06137,Alanine--glyoxylate_aminotransferase_2_mitochondrial,0.3333,semEP
DB07931,Erythropoietin_receptor,0.3333,semEP
DB04855,Potassium_voltage-gated_channel_subfamily_KQT_member_1,0.3333,semEP
DB01069,Sodium-dependent_serotonin_transporter,0.3333,semEP
DB00151,Serine_racemase,0.3333,semEP
DB05434,Neuronal_acetylcholine_receptor_subunit_alpha-7,0.3333,semEP
DB04539,Cysteine_desulfurase,0.3333,semEP
DB04878,Lysosomal_alpha-glucosidase,0.3333,semEP
DB03147,Glycerol-3-phosphate_dehydrogenase_[NAD(+)]_cytoplasmic,0.3333,semEP
DB03568,Lipase_3,0.3333,semEP
DB08313,Respiratory_nitrate_reductase_1_beta_chain,0.3333,semEP
DB12651,Heat_shock_protein_HSP_90-beta,0.3333,semEP
DB00255,Elastin,0.3333,semEP
DB03884,Pyruvate_kinase_PKLR,0.3333,semEP
DB07724,Hypoxia-inducible_factor_1-alpha,0.3333,semEP
DB03754,Quinohemoprotein_ethanol_dehydrogenase_type-1,0.3333,semEP
DB01100,Pleckstrin_homology_domain-containing_family_A_member_4,0.3333,semEP
DB01191,Interferon_alpha/beta_receptor_2,0.3333,semEP
DB03553,Glutamate_decarboxylase_2,0.3333,semEP
DB00157,Activated_CDC42_kinase_1,0.3333,semEP
DB11611,Integrin_alpha-IIb,0.3333,semEP
DB03147,Trimethylamine_dehydrogenase,0.3333,semEP
DB05792,Sigma_non-opioid_intracellular_receptor_1,0.3333,semEP
DB03754,Alcohol_dehydrogenase_1C,0.3333,semEP
DB02327,Subtilisin_Carlsberg,0.3333,semEP
DB02731,Heat_shock_protein_HSP_90-alpha,0.3333,semEP
DB00134,Nitric_oxide_synthase_endothelial,0.3333,semEP
DB00852,Alpha-1B_adrenergic_receptor,0.3333,semEP
DB03317,Succinate_dehydrogenase_flavoprotein_subunit,0.3333,semEP
DB04066,HTH-type_transcriptional_regulator_QacR,0.3333,semEP
DB09112,Interleukin-1_beta,0.3333,semEP
DB04166,p-hydroxybenzoate_hydroxylase,0.3333,semEP
DB01628,Thyroid_peroxidase,0.3333,semEP
DB01136,Nuclear_receptor_coactivator_1,0.3333,semEP
DB00131,Glycogen_phosphorylase_muscle_form,0.3333,semEP
DB00127,N-acetylglucosamine-1-phosphodiester_alpha-N-acetylglucosaminidase,0.3333,semEP
DB00945,Nuclear_factor_NF-kappa-B_p105_subunit,0.3333,semEP
DB02024,Calpain_small_subunit_1,0.3333,semEP
DB09286,Voltage-dependent_calcium_channel_gamma-1_subunit,0.3333,semEP
DB03147,High-molecular-weight_cytochrome_c,0.3333,semEP
DB02041,Delta-aminolevulinic_acid_dehydratase,0.3333,semEP
DB05252,Nitric_oxide_synthase_brain,0.3333,semEP
DB00145,Alanine_aminotransferase_2,0.3333,semEP
DB04545,Glucan_1-3-beta-glucosidase,0.3333,semEP
DB11093,Hepatocyte_growth_factor-regulated_tyrosine_kinase_substrate,0.3333,semEP
DB00122,Apoptosis_regulator_Bcl-2,0.3333,semEP
DB04464,CHRNA7-FAM7A_fusion_protein,0.3333,semEP
DB08621,Glyceraldehyde-3-phosphate_dehydrogenase,0.3333,semEP
DB00138,Thiamine_transporter_2,0.3333,semEP
DB02325,Alpha-N-acetylgalactosaminidase,0.3333,semEP
DB09068,Histamine_H2_receptor,0.3333,semEP
DB01992,Acetyl-coenzyme_A_synthetase_cytoplasmic,0.3333,semEP
DB00912,ATP-binding_cassette_sub-family_C_member_9,0.3333,semEP
DB00852,Succinyl-CoA_ligase_[GDP-forming]_subunit_beta_mitochondrial,0.3333,semEP
DB01954,cAMP-specific_3'-5'-cyclic_phosphodiesterase_4A,0.3333,semEP
DB00865,Phenylethanolamine_N-methyltransferase,0.3333,semEP
DB08846,Nuclear_receptor_subfamily_1_group_I_member_2,0.3333,semEP
DB01727,Betaine--homocysteine_S-methyltransferase_1,0.3333,semEP
DB00120,Tyrosine--tRNA_ligase_cytoplasmic,0.3333,semEP
DB00119,NADH-ubiquinone_oxidoreductase_chain_1,0.3333,semEP
DB01213,Lymphoid_enhancer-binding_factor_1,0.3333,semEP
DB01364,Alpha-1B_adrenergic_receptor,0.3333,semEP
DB02543,Amine_oxidase_[flavin-containing]_B,0.3333,semEP
DB01017,Tyrosine-protein_kinase_transforming_protein_Abl,0.3333,semEP
DB09130,Amyloid-like_protein_2,0.3333,semEP
DB01942,Carbonic_anhydrase_9,0.3333,semEP
DB08839,Chromaffin_granule_amine_transporter,0.3333,semEP
DB06521,Tryptophan_5-hydroxylase_1,0.3333,semEP
DB01110,Potassium_voltage-gated_channel_subfamily_D_member_3,0.3333,semEP
DB00119,Methylmalonyl-CoA_carboxyltransferase_5S_subunit,0.3333,semEP
DB03750,[Pyruvate_dehydrogenase_[lipoamide]]_kinase_isozyme_1_mitochondrial,0.3333,semEP
DB00116,Geranylgeranyl_transferase_type-2_subunit_alpha,0.3333,semEP
DB05265,Pyrroline-5-carboxylate_reductase_1_mitochondrial,0.3333,semEP
DB06750,Solute_carrier_family_2_facilitated_glucose_transporter_member_2,0.3333,semEP
DB03147,Asparagine_synthetase_[glutamine-hydrolyzing],0.3333,semEP
DB00313,Enoyl-CoA_delta_isomerase_2_mitochondrial,0.3333,semEP
DB02552,Geranylgeranyl_transferase_type-2_subunit_beta,0.3333,semEP
DB08818,Ornithine_decarboxylase,0.3333,semEP
DB01055,4-aminobutyrate_aminotransferase_mitochondrial,0.3333,semEP
DB02175,Cytochrome_P450_19A1,0.3333,semEP
DB04786,Coagulation_factor_XII,0.3333,semEP
DB03994,N-arachidonyl_glycine_receptor,0.3333,semEP
DB06709,Muscarinic_acetylcholine_receptor_M4,0.3333,semEP
DB12695,Alpha-2A_adrenergic_receptor,0.3333,semEP
DB00824,Sodium-dependent_multivitamin_transporter,0.3333,semEP
DB00550,Prostaglandin_G/H_synthase_2,0.3333,semEP
DB00996,Muscarinic_acetylcholine_receptor_M3,0.3333,semEP
DB04336,Enoyl-[acyl-carrier-protein]_reductase_[NADPH]_FabI,0.3333,semEP
DB06709,Muscarinic_acetylcholine_receptor_M1,0.3333,semEP
DB02325,5-hydroxytryptamine_receptor_3B,0.3333,semEP
DB03500,Cholinesterase,0.3333,semEP
DB07637,Nuclear_receptor_subfamily_1_group_I_member_3,0.3333,semEP
DB11328,Putative_glucose-6-phosphate_1-epimerase,0.3333,semEP
DB04860,Toll-like_receptor_4,0.3333,semEP
DB02024,L-phenylalanine_dehydrogenase,0.3333,semEP
DB00545,Histone_deacetylase_1,0.3333,semEP
DB00302,Tissue-type_plasminogen_activator,0.3333,semEP
DB01992,Acetyl-coenzyme_A_synthetase_2-like_mitochondrial,0.3333,semEP
DB04267,Nicotinate-nucleotide_pyrophosphorylase_[carboxylating],0.3333,semEP
DB01597,Photosynthetic_reaction_center_cytochrome_c_subunit,0.3333,semEP
DB03956,Protein_kinase_C_gamma_type,0.3333,semEP
DB00273,Taste_receptor_type_1_member_2,0.3333,semEP
DB04417,Beta-lactamase,0.3333,semEP
DB00170,Fumarate_reductase_cytochrome_b_subunit,0.3333,semEP
DB05642,Bacteriochlorophyll_a_protein,0.3333,semEP
DB02078,Alcohol_dehydrogenase_1C,0.3333,semEP
DB01145,Dihydroorotate_dehydrogenase_(quinone)_mitochondrial,0.3333,semEP
DB00472,Plasmepsin-2,0.3333,semEP
DB03754,Toll-like_receptor_4,0.3333,semEP
DB06151,Glutamate_receptor_1,0.3333,semEP
DB02325,Histidinol_dehydrogenase,0.3333,semEP
DB00199,C-X-C_chemokine_receptor_type_4,0.3333,semEP
DB02998,Nuclear_receptor_coactivator_1,0.3333,semEP
DB03588,Parathion_hydrolase,0.3333,semEP
DB09244,Phenylacetone_monooxygenase,0.3333,semEP
DB03229,Parathion_hydrolase,0.3333,semEP
DB01076,Nuclear_receptor_coactivator_1,0.3333,semEP
DB06201,Gamma-aminobutyric_acid_type_B_receptor_subunit_2,0.3333,semEP
DB02175,D-alanine--D-alanine_ligase_A,0.3333,semEP
DB02709,Nuclear_receptor_coactivator_2,0.3333,semEP
DB00170,Fumarate_reductase_iron-sulfur_subunit,0.3333,semEP
DB12010,Calpain-3,0.3333,semEP
DB00536,Aldose_reductase,0.3333,semEP
DB00244,Ribosomal_protein_S6_kinase_alpha-3,0.3333,semEP
DB01233,Cholinesterase,0.3333,semEP
DB00613,Glutathione_S-transferase_A2,0.3333,semEP
DB03106,Fimbrial_protein,0.3333,semEP
DB04619,Hydroxyacid_oxidase_1,0.3333,semEP
DB04957,Fibroblast_growth_factor_2,0.3333,semEP
DB12695,Alcohol_dehydrogenase_1A,0.3333,semEP
DB07641,Glutathione_reductase,0.3333,semEP
DB01711,Biotin_synthase,0.3333,semEP
DB00755,Tripartite_terminase_subunit_3,0.3333,semEP
DB09462,Methionine_aminopeptidase_2,0.3333,semEP
DB11155,Trypsin-1,0.3333,semEP
DB03127,Peroxiredoxin-5_mitochondrial,0.3333,semEP
DB08818,Polyubiquitin-C,0.3333,semEP
DB00606,[Pyruvate_dehydrogenase_[lipoamide]]_kinase_isozyme_4_mitochondrial,0.3333,semEP
DB08550,Alpha-2A_adrenergic_receptor,0.3333,semEP
DB12285,Isocitrate_dehydrogenase_[NAD]_subunit_gamma_mitochondrial,0.3333,semEP
DB00159,Nuclear_factor_NF-kappa-B_p105_subunit,0.3333,semEP
DB01692,Unsaturated_glucuronyl_hydrolase,0.3333,semEP
DB00423,Tubulin_beta_chain,0.3333,semEP
DB00172,Prostacyclin_receptor,0.3333,semEP
DB02362,Catechol_2-3-dioxygenase,0.3333,semEP
DB05428,Ferritin_light_chain,0.3333,semEP
DB00992,Poliovirus_receptor,0.3333,semEP
DB00336,30S_ribosomal_protein_S10,0.3333,semEP
DB00142,1-aminocyclopropane-1-carboxylate_deaminase,0.3333,semEP
DB02556,D-Amino_acid_amidase,0.3333,semEP
DB05134,Endoplasmin,0.3333,semEP
DB00350,Cathepsin_D,0.3333,semEP
DB12695,Cathepsin_L1,0.3333,semEP
DB04820,Kynureninase,0.3333,semEP
DB00139,Poliovirus_receptor,0.3333,semEP
DB09288,Coagulation_factor_X,0.3333,semEP
DB03808,Calmodulin,0.3333,semEP
DB00851,Succinyl-CoA_ligase_[ADP/GDP-forming]_subunit_alpha_mitochondrial,0.3333,semEP
DB05260,Hemoglobin_subunit_beta,0.3333,semEP
DB01034,Calmodulin,0.3333,semEP
DB02327,ABC_transporter_periplasmic_substrate-binding_protein,0.3333,semEP
DB11421,NADH-ubiquinone_oxidoreductase_chain_1,0.3333,semEP
DB01156,Neuronal_acetylcholine_receptor_subunit_alpha-7,0.3333,semEP
DB06587,Inward_rectifier_potassium_channel_4,0.3333,semEP
DB05289,Probable_proline--tRNA_ligase_mitochondrial,0.3333,semEP
DB00171,Protein_arginine_N-methyltransferase_3,0.3333,semEP
DB00806,Amidophosphoribosyltransferase,0.3333,semEP
DB01120,Collagenase_3,0.3333,semEP
DB02076,3-dehydroquinate_dehydratase,0.3333,semEP
DB03144,Ceramide_glucosyltransferase,0.3333,semEP
DB09130,Estrogen_receptor_alpha,0.3333,semEP
DB01064,cGMP-specific_3'-5'-cyclic_phosphodiesterase,0.3333,semEP
DB02772,Alanine_aminotransferase_1,0.3333,semEP
DB09014,S-adenosylmethionine_decarboxylase_proenzyme,0.3333,semEP
DB08604,Prostaglandin_G/H_synthase_1,0.3333,semEP
DB02852,Glutamate_receptor_ionotropic_kainate_1,0.3333,semEP
DB00160,tRNA-splicing_ligase_RtcB_homolog,0.3333,semEP
DB00316,Myeloperoxidase,0.3333,semEP
DB03635,Alpha-ketoglutarate-dependent_taurine_dioxygenase,0.3333,semEP
DB03766,Dihydroxyacetone_kinase,0.3333,semEP
DB00172,NF-kappa-B_essential_modulator,0.3333,semEP
DB00262,Cysteine_desulfurase_mitochondrial,0.3333,semEP
DB03615,Enterotoxin_type_B,0.3333,semEP
DB11362,Pyrroline-5-carboxylate_reductase_2,0.3333,semEP
DB01251,Multidrug_resistance_protein_1,0.3333,semEP
DB11633,Phosphatidylinositol_3-kinase_regulatory_subunit_alpha,0.3333,semEP
DB00292,Reaction_center_protein_L_chain,0.3333,semEP
DB00381,D(4)_dopamine_receptor,0.3333,semEP
DB00128,L-serine_dehydratase/L-threonine_deaminase,0.3333,semEP
DB04631,Cytochrome_c4,0.3333,semEP
DB14006,Cellular_tumor_antigen_p53,0.3333,semEP
DB00233,Ribosomal_protein_S6_kinase_alpha-3,0.3333,semEP
DB11633,Calcium-activated_potassium_channel_subunit_alpha-1,0.3333,semEP
DB08624,Trypsin-1,0.3333,semEP
DB04092,Macrophage_metalloelastase,0.3333,semEP
DB00483,Gamma-aminobutyric_acid_receptor_subunit_beta-1,0.3333,semEP
DB01146,Sodium-dependent_serotonin_transporter,0.3333,semEP
DB09130,Utrophin,0.3333,semEP
DB03756,Far_upstream_element-binding_protein_2,0.3333,semEP
DB04581,Limonene-1-2-epoxide_hydrolase,0.3333,semEP
DB08838,Monocarboxylate_transporter_3,0.3333,semEP
DB04454,Very_low-density_lipoprotein_receptor,0.3333,semEP
DB08809,Putative_regulator_of_ribonuclease_activity,0.3333,semEP
DB09462,Chitotriosidase-1,0.3333,semEP
DB01146,Sodium-dependent_noradrenaline_transporter,0.3333,semEP
DB08915,Aryl_hydrocarbon_receptor,0.3333,semEP
DB05869,Histone_deacetylase_1,0.3333,semEP
DB00139,Calmodulin,0.3333,semEP
DB00863,Spermidine/putrescine-binding_periplasmic_protein,0.3333,semEP
DB04890,Muscarinic_acetylcholine_receptor_M1,0.3333,semEP
DB06819,Heterogeneous_nuclear_ribonucleoprotein_F,0.3333,semEP
DB03260,Cyclopropane_mycolic_acid_synthase_MmaA2,0.3333,semEP
DB14006,Nicotinate-nucleotide--dimethylbenzimidazole_phosphoribosyltransferase,0.3333,semEP
DB03848,Monocarboxylate_transporter_8,0.3333,semEP
DB03052,Camphor_5-monooxygenase,0.3333,semEP
DB01275,Prolyl_3-hydroxylase_2,0.3333,semEP
DB04129,Glutamate_receptor_ionotropic_NMDA_1,0.3333,semEP
DB08871,Adenylosuccinate_synthetase_isozyme_2,0.3333,semEP
DB05540,Tubulin_beta-1_chain,0.3333,semEP
DB08690,Succinate_dehydrogenase_[ubiquinone]_flavoprotein_subunit_mitochondrial,0.3333,semEP
DB00837,Gamma-aminobutyric_acid_type_B_receptor_subunit_2,0.3333,semEP
DB12010,1-phosphatidylinositol_4-5-bisphosphate_phosphodiesterase_delta-1,0.3333,semEP
DB00139,E3_ubiquitin-protein_ligase_XIAP,0.3333,semEP
DB01236,Monocarboxylate_transporter_5,0.3333,semEP
DB00852,D(4)_dopamine_receptor,0.3333,semEP
DB04464,Hematopoietic_prostaglandin_D_synthase,0.3333,semEP
DB06698,Heat_shock_factor_protein_1,0.3333,semEP
DB02527,Guanylate_cyclase_soluble_subunit_alpha-2,0.3333,semEP
DB02060,Hydroxyethylthiazole_kinase,0.3333,semEP
DB03709,Amine_oxidase_[flavin-containing]_B,0.3333,semEP
DB03566,Histamine_H2_receptor,0.3333,semEP
DB00927,Cytochrome_c_oxidase_subunit_3,0.3333,semEP
DB07669,NAD(P)H_dehydrogenase_[quinone]_1,0.3333,semEP
DB03229,Nicotinamide_phosphoribosyltransferase,0.3333,semEP
DB00204,ATP-sensitive_inward_rectifier_potassium_channel_11,0.3333,semEP
DB03709,Complement_factor_D,0.3333,semEP
DB03347,Beta-1_adrenergic_receptor,0.3333,semEP
DB00756,Succinyl-CoA:3-ketoacid_coenzyme_A_transferase_1_mitochondrial,0.3333,semEP
DB02721,Cytochrome_P450_2A6,0.3333,semEP
DB00157,Alkaline_phosphatase_placental-like,0.3333,semEP
DB00142,Sodium-coupled_neutral_amino_acid_transporter_3,0.3333,semEP
DB01919,Aspartate_aminotransferase,0.3333,semEP
DB00162,Amine_oxidase_[flavin-containing]_B,0.3333,semEP
DB01067,Vitamin_D3_receptor,0.3333,semEP
DB02263,Beta-enolase,0.3333,semEP
DB01117,Dihydropteroate_synthetase,0.3333,semEP
DB03608,Primary_amine_oxidase,0.3333,semEP
DB00951,Cytochrome_P450_19A1,0.3333,semEP
DB04465,Maltose_binding_protein,0.3333,semEP
DB01228,Sodium_channel_protein_type_10_subunit_alpha,0.3333,semEP
DB02178,Membrane_primary_amine_oxidase,0.3333,semEP
DB00151,Cystinosin,0.3333,semEP
DB00204,Voltage-dependent_calcium_channel_gamma-1_subunit,0.3333,semEP
DB14060,Prostaglandin_G/H_synthase_2,0.3333,semEP
DB07342,Cathepsin_K,0.3333,semEP
DB02823,Alkaline_phosphatase_tissue-nonspecific_isozyme,0.3333,semEP
DB03462,Pyrimidine-nucleoside_phosphorylase,0.3333,semEP
DB00780,Primary_amine_oxidase,0.3333,semEP
DB04862,ADP/ATP_translocase_2,0.3333,semEP
DB01718,Agmatinase_putative,0.3333,semEP
DB00172,Iota_toxin_component_Ia,0.3333,semEP
DB00583,Acetylcholinesterase,0.3333,semEP
DB09083,Myosin_light_chain_kinase_2_skeletal/cardiac_muscle,0.3333,semEP
DB00586,5-phosphohydroxy-L-lysine_phospho-lyase,0.3333,semEP
DB01236,L-lactate_dehydrogenase,0.3333,semEP
DB09333,Nicotinate-nucleotide--dimethylbenzimidazole_phosphoribosyltransferase,0.3333,semEP
DB12010,Immunoglobulin_superfamily_member_10,0.3333,semEP
DB04566,Glycogen_phosphorylase_liver_form,0.3333,semEP
DB03659,Putrescine-binding_periplasmic_protein,0.3333,semEP
DB00558,Layilin,0.3333,semEP
DB04179,Major_NAD(P)H-flavin_oxidoreductase,0.3333,semEP
DB00160,Bile_acid-CoA:amino_acid_N-acyltransferase,0.3333,semEP
DB00569,Hyaluronan-binding_protein_2,0.3333,semEP
DB06670,Heme_oxygenase_1,0.3333,semEP
DB00141,Beta-1_adrenergic_receptor,0.3333,semEP
DB00645,Sodium_channel_protein_type_5_subunit_alpha,0.3333,semEP
DB00135,Phenylalanine-4-hydroxylase,0.3333,semEP
DB03811,Monocarboxylate_transporter_1,0.3333,semEP
DB01183,Toll-like_receptor_7,0.3333,semEP
DB01370,Stress-induced-phosphoprotein_1,0.3333,semEP
DB06486,Potassium_voltage-gated_channel_subfamily_A_member_5,0.3333,semEP
DB00587,Trans-L-3-hydroxyproline_dehydratase,0.3333,semEP
DB00502,Alpha-2C_adrenergic_receptor,0.3333,semEP
DB00682,Carbonic_anhydrase_7,0.3333,semEP
DB03701,Sodium-dependent_noradrenaline_transporter,0.3333,semEP
DB00951,Bifunctional_dihydrofolate_reductase-thymidylate_synthase,0.3333,semEP
DB04665,Cytochrome_P450_1B1,0.3333,semEP
DB01454,Chromaffin_granule_amine_transporter,0.3333,semEP
DB04640,Pro-cathepsin_H,0.3333,semEP
DB03815,Cytochrome_P450_11B1_mitochondrial,0.3333,semEP
DB04052,Choline-phosphate_cytidylyltransferase_A,0.3333,semEP
DB02587,Lipoyltransferase_1_mitochondrial,0.3333,semEP
DB08838,Creatine_kinase_U-type_mitochondrial,0.3333,semEP
DB00139,Exotoxin_A,0.3333,semEP
DB04272,Nucleobindin-2,0.3333,semEP
DB04533,Dihydroorotate_dehydrogenase_(quinone)_mitochondrial,0.3333,semEP
DB00574,Cytochrome_P450_3A4,0.3333,semEP
DB06728,6-deoxyerythronolide_B_hydroxylase,0.3333,semEP
DB00630,Adenosine_kinase,0.3333,semEP
DB01440,Solute_carrier_family_23_member_1,0.3333,semEP
DB06151,Glutamate_receptor_2,0.3333,semEP
DB01100,3-oxoacyl-[acyl-carrier-protein]_synthase_1,0.3333,semEP
DB00797,F-box_only_protein_41,0.3333,semEP
DB00637,Phosphatidylinositol_3-kinase_regulatory_subunit_beta,0.3333,semEP
DB04242,L-amino-acid_oxidase,0.3333,semEP
DB01088,Plasminogen,0.3333,semEP
DB00139,Estrogen_receptor_alpha,0.3333,semEP
DB08868,High_mobility_group_protein_B1,0.3333,semEP
DB06237,CAMP_phosphodiesterase,0.3333,semEP
DB01064,Ecto-NOX_disulfide-thiol_exchanger_2,0.3333,semEP
DB00255,Aryl_hydrocarbon_receptor,0.3333,semEP
