Drug1,Drug2,Prob,Method
DB00136,Carbonyl_reductase_[NADPH]_1,0.5001,BLM
DB09285,Prostaglandin_G/H_synthase_1,0.5,semEP
DB00776,UDP-glucuronosyltransferase_2B7,0.5,semEP
DB00395,Cytochrome_P450_2E1,0.5,semEP
DB00870,Cytochrome_P450_2C8,0.5,semEP
DB08439,Cytochrome_P450_2C19,0.5,semEP
DB00963,Prostaglandin_G/H_synthase_1,0.5,semEP
DB00177,Cytochrome_P450_2C8,0.5,semEP
DB01367,Cytochrome_P450_2D6,0.5,semEP
DB00627,Cytochrome_P450_2E1,0.5,semEP
DB04844,Carbonyl_reductase_[NADPH]_3,0.5,semEP
DB01126,Cytochrome_P450_3A7,0.5,semEP
DB00183,Acetylcholinesterase,0.5,semEP
DB09245,Amine_oxidase_[flavin-containing]_B,0.5,semEP
DB00158,Thymidylate_synthase,0.5,semEP
DB04335,Aldehyde_oxidase,0.5,semEP
DB04831,Cytochrome_P450_2C8,0.5,semEP
DB01403,Myeloperoxidase,0.5,BLM
DB01173,Myeloperoxidase,0.5,BLM
DB00136,NAD(P)H_dehydrogenase_[quinone]_1,0.5,BLM
DB01558,Myeloperoxidase,0.5,BLM
DB00146,NAD(P)H_dehydrogenase_[quinone]_1,0.5,BLM
DB12831,Prothrombin,0.5,BLM
DB00153,Arachidonate_5-lipoxygenase,0.5,BLM
DB00136,Leukotriene-B(4)_omega-hydroxylase_1,0.5,BLM
DB00850,Myeloperoxidase,0.5,BLM
DB00153,CYP2B_protein,0.5,BLM
DB00553,Myeloperoxidase,0.4999,BLM
DB01262,Myeloperoxidase,0.4999,BLM
DB00193,Myeloperoxidase,0.4999,BLM
DB00146,Quinone_oxidoreductase,0.4999,BLM
DB00153,Superoxide_dismutase_[Cu-Zn],0.4999,BLM
DB00333,Myeloperoxidase,0.4999,BLM
DB02300,Proline_dehydrogenase_1_mitochondrial,0.4999,BLM
DB09166,Myeloperoxidase,0.4999,BLM
DB09212,Myeloperoxidase,0.4998,BLM
DB00910,Lanosterol_14-alpha_demethylase,0.4998,BLM
DB00146,UDP-glucuronosyltransferase_2B4,0.4998,BLM
DB08798,Myeloperoxidase,0.4998,BLM
DB09214,Myeloperoxidase,0.4998,BLM
DB00153,Steryl-sulfatase,0.4998,BLM
DB00146,Dimethylaniline_monooxygenase_[N-oxide-forming]_1,0.4998,BLM
DB12483,Myeloperoxidase,0.4998,BLM
DB00153,UDP-glucuronosyltransferase_2B10,0.4998,BLM
DB00146,Superoxide_dismutase_[Cu-Zn],0.4998,BLM
DB00580,Myeloperoxidase,0.4997,BLM
DB01075,Myeloperoxidase,0.4997,BLM
DB00136,Bile_salt_sulfotransferase,0.4997,BLM
DB00146,Bile_salt_sulfotransferase,0.4997,BLM
DB04840,Myeloperoxidase,0.4997,BLM
DB02300,Aldehyde_dehydrogenase_mitochondrial,0.4997,BLM
DB04957,Myeloperoxidase,0.4997,BLM
DB12483,Cytochrome_P450_3A3,0.4997,BLM
DB00153,Glutathione_S-transferase_A2,0.4997,BLM
DB06370,Myeloperoxidase,0.4997,BLM
DB00334,Myeloperoxidase,0.4997,BLM
DB09327,Myeloperoxidase,0.4997,BLM
DB00136,Glutathione_reductase_mitochondrial,0.4997,BLM
DB06589,Myeloperoxidase,0.4997,BLM
DB00239,Myeloperoxidase,0.4997,BLM
DB00928,Myeloperoxidase,0.4997,BLM
DB05381,Myeloperoxidase,0.4996,BLM
DB01338,Myeloperoxidase,0.4996,BLM
DB00836,Myeloperoxidase,0.4996,BLM
DB00787,Myeloperoxidase,0.4996,BLM
DB00389,Myeloperoxidase,0.4996,BLM
DB00300,Myeloperoxidase,0.4996,BLM
DB00384,Myeloperoxidase,0.4996,BLM
DB02300,Cytochrome_P450_26A1,0.4996,BLM
DB00367,Myeloperoxidase,0.4996,BLM
DB01129,Myeloperoxidase,0.4996,BLM
DB00136,Glutathione_S-transferase_Mu_1,0.4996,BLM
DB00277,Myeloperoxidase,0.4995,BLM
DB00432,Myeloperoxidase,0.4995,BLM
DB09167,Myeloperoxidase,0.4995,BLM
DB00273,Myeloperoxidase,0.4995,BLM
DB00203,Myeloperoxidase,0.4995,BLM
DB00153,Sulfotransferase_1A1,0.4995,BLM
DB00146,Dihydrofolate_reductase,0.4995,BLM
DB00794,Myeloperoxidase,0.4995,BLM
DB00772,Myeloperoxidase,0.4995,BLM
DB01254,Myeloperoxidase,0.4995,BLM
DB00153,Fatty-acid_amide_hydrolase_1,0.4995,BLM
DB00153,Thiosulfate_sulfurtransferase,0.4995,BLM
DB04818,Myeloperoxidase,0.4995,BLM
DB00369,Myeloperoxidase,0.4995,BLM
DB00207,Myeloperoxidase,0.4995,BLM
DB02300,Vitamin_D_25-hydroxylase,0.4995,BLM
DB02300,Adenosine_kinase,0.4995,BLM
DB00990,Myeloperoxidase,0.4995,BLM
DB00153,Arachidonate_15-lipoxygenase,0.4995,BLM
DB06410,Myeloperoxidase,0.4995,BLM
DB00153,Alcohol_dehydrogenase_4,0.4994,BLM
DB00136,Glutathione_peroxidase_1,0.4994,BLM
DB00146,Dopamine_beta-hydroxylase,0.4994,BLM
DB00476,Myeloperoxidase,0.4994,BLM
DB06216,Myeloperoxidase,0.4994,BLM
DB02594,Myeloperoxidase,0.4994,BLM
DB00983,Myeloperoxidase,0.4994,BLM
DB02300,Alanine_aminotransferase_1,0.4994,BLM
DB00910,Vitamin_D_25-hydroxylase,0.4994,BLM
DB00157,Myeloperoxidase,0.4994,BLM
DB08878,Myeloperoxidase,0.4994,BLM
DB00842,Cytochrome_P450_3A3,0.4994,BLM
DB00146,Histamine_N-methyltransferase,0.4994,BLM
DB01303,Myeloperoxidase,0.4994,BLM
DB02300,Beta-lactamase,0.4994,BLM
DB00153,UDP-glucuronosyltransferase_2B17,0.4994,BLM
DB00216,Myeloperoxidase,0.4994,BLM
DB01201,Myeloperoxidase,0.4994,BLM
DB00414,Myeloperoxidase,0.4993,BLM
DB00370,Myeloperoxidase,0.4993,BLM
DB06726,Myeloperoxidase,0.4993,BLM
DB00146,Glutathione_S-transferase_theta-1,0.4993,BLM
DB00131,Myeloperoxidase,0.4993,BLM
DB00136,Arylamine_N-acetyltransferase,0.4993,BLM
DB00136,Adenosine_kinase,0.4993,BLM
DB01138,Myeloperoxidase,0.4993,BLM
DB00136,Dimethylaniline_monooxygenase_[N-oxide-forming]_1,0.4993,BLM
DB00153,UDP-glucuronosyltransferase_1-8,0.4993,BLM
DB00136,Cocaine_esterase,0.4993,BLM
DB02300,Ribonucleoside-diphosphate_reductase_large_subunit,0.4993,BLM
DB13955,Myeloperoxidase,0.4993,BLM
DB00136,Adenosine_deaminase,0.4993,BLM
DB00171,Myeloperoxidase,0.4993,BLM
DB00153,Beta-lactamase,0.4992,BLM
DB01412,Myeloperoxidase,0.4992,BLM
DB00262,Myeloperoxidase,0.4992,BLM
DB00153,Prolyl_4-hydroxylase_subunit_alpha-1,0.4992,BLM
DB00136,Tryptophan_2-3-dioxygenase,0.4992,BLM
DB02300,Leukotriene-B(4)_omega-hydroxylase_1,0.4992,BLM
DB00991,Myeloperoxidase,0.4992,BLM
DB00153,Sodium/potassium-transporting_ATPase_subunit_gamma,0.4992,BLM
DB00146,Adenosine_kinase,0.4992,BLM
DB00401,Myeloperoxidase,0.4992,BLM
DB00617,Myeloperoxidase,0.4992,BLM
DB01182,Myeloperoxidase,0.4992,BLM
DB00136,Cytidine_deaminase,0.4992,BLM
DB00153,Deoxyguanosine_kinase_mitochondrial,0.4992,BLM
DB00700,Myeloperoxidase,0.4992,BLM
DB00979,Myeloperoxidase,0.4992,BLM
DB06732,Myeloperoxidase,0.4992,BLM
DB00136,Dimethylaniline_monooxygenase_[N-oxide-forming]_3,0.4992,BLM
DB00146,Cocaine_esterase,0.4992,BLM
DB00146,Catalase,0.4992,BLM
DB00153,Aldehyde_dehydrogenase_mitochondrial,0.4992,BLM
DB00153,Alcohol_dehydrogenase_1A,0.4991,BLM
DB00910,UDP-glucuronosyltransferase_2B15,0.4991,BLM
DB00698,Myeloperoxidase,0.4991,BLM
DB02300,Tryptophan_2-3-dioxygenase,0.4991,BLM
DB00146,Glutathione_S-transferase_A1,0.4991,BLM
DB00153,Tryptophan_5-hydroxylase_1,0.4991,BLM
DB00490,Myeloperoxidase,0.4991,BLM
DB00910,Methylenetetrahydrofolate_reductase,0.4991,BLM
DB02300,Ceruloplasmin,0.4991,BLM
DB00730,Myeloperoxidase,0.4991,BLM
DB09332,Myeloperoxidase,0.4991,BLM
DB01012,Myeloperoxidase,0.4991,BLM
DB00927,Myeloperoxidase,0.4991,BLM
DB00153,Metallothionein-2,0.4991,BLM
DB00136,Glutamine_synthetase,0.4991,BLM
DB05990,Myeloperoxidase,0.4991,BLM
DB05541,Myeloperoxidase,0.4991,BLM
DB08922,Myeloperoxidase,0.499,BLM
DB00715,Myeloperoxidase,0.499,BLM
DB06769,Myeloperoxidase,0.499,BLM
DB00829,Myeloperoxidase,0.499,BLM
DB00153,Gamma-glutamyl_hydrolase,0.499,BLM
DB01029,Myeloperoxidase,0.499,BLM
DB00146,Alcohol_dehydrogenase_[NADP(+)],0.499,BLM
DB09322,NADH_dehydrogenase_[ubiquinone]_iron-sulfur_protein_8_mitochondrial,0.499,BLM
DB02300,Dimethylaniline_monooxygenase_[N-oxide-forming]_3,0.499,BLM
DB00146,Arylamine_N-acetyltransferase,0.499,BLM
DB03088,Myeloperoxidase,0.499,BLM
DB00910,Leukotriene-B(4)_omega-hydroxylase_1,0.499,BLM
DB00136,Cytochrome_P450_3A1,0.499,BLM
DB00882,Myeloperoxidase,0.499,BLM
DB00153,Protein-glutamine_gamma-glutamyltransferase_2,0.499,BLM
DB06678,Myeloperoxidase,0.499,BLM
DB00910,Dimethylaniline_monooxygenase_[N-oxide-forming]_1,0.499,BLM
DB00153,Beta-lactamase_OXA-10,0.499,BLM
DB00136,Proline_dehydrogenase_1_mitochondrial,0.499,BLM
DB01218,Myeloperoxidase,0.499,BLM
DB02300,Methionine_synthase,0.499,BLM
DB02300,Cytochrome_P450_3A1,0.499,BLM
DB00146,Cytochrome_P450_2A13,0.499,BLM
DB00153,Insulin-degrading_enzyme,0.499,BLM
DB09225,Myeloperoxidase,0.4989,BLM
DB06235,Myeloperoxidase,0.4989,BLM
DB00136,Beta-lactamase,0.4989,BLM
DB02300,Cocaine_esterase,0.4989,BLM
DB11362,Myeloperoxidase,0.4989,BLM
DB06147,Myeloperoxidase,0.4989,BLM
DB00153,Carboxylesterase,0.4989,BLM
DB00146,Guanylate_cyclase_soluble_subunit_alpha-2,0.4989,BLM
DB00146,Serum_paraoxonase/lactonase_3,0.4989,BLM
DB02300,Folylpolyglutamate_synthase_mitochondrial,0.4989,BLM
DB01232,Myeloperoxidase,0.4989,BLM
DB00778,Myeloperoxidase,0.4989,BLM
DB02300,Dimethylaniline_monooxygenase_[N-oxide-forming]_1,0.4989,BLM
DB00146,UDP-glucuronosyltransferase_1-7,0.4989,BLM
DB00136,Nitric_oxide_synthase_endothelial,0.4989,BLM
DB01408,Myeloperoxidase,0.4989,BLM
DB09570,Myeloperoxidase,0.4989,BLM
DB02300,Guanylate_cyclase_soluble_subunit_alpha-2,0.4989,BLM
DB01039,Myeloperoxidase,0.4989,BLM
DB02300,Phospholipase_D1,0.4989,BLM
DB00153,Cocaine_esterase,0.4988,BLM
DB00153,Thymidine_phosphorylase,0.4988,BLM
DB02300,UDP-glucuronosyltransferase_1-7,0.4988,BLM
DB02300,Glutamine_synthetase,0.4988,BLM
DB00136,Folylpolyglutamate_synthase_mitochondrial,0.4988,BLM
DB00870,Myeloperoxidase,0.4988,BLM
DB02300,Acetylserotonin_O-methyltransferase,0.4988,BLM
DB02300,Arylsulfatase_A,0.4988,BLM
DB00153,Phospholipase_A2,0.4988,BLM
DB01221,Myeloperoxidase,0.4988,BLM
DB02300,Sulfite_oxidase_mitochondrial,0.4988,BLM
DB04839,Myeloperoxidase,0.4988,BLM
DB00947,Myeloperoxidase,0.4988,BLM
DB00898,Myeloperoxidase,0.4988,BLM
DB00470,Glutathione_reductase_mitochondrial,0.4988,BLM
DB01224,Myeloperoxidase,0.4988,BLM
DB00146,3-hydroxy-3-methylglutaryl-coenzyme_A_reductase,0.4988,BLM
DB00153,Alcohol_dehydrogenase_1C,0.4988,BLM
DB06796,Myeloperoxidase,0.4988,BLM
DB00146,Glutathione_reductase_mitochondrial,0.4988,BLM
DB00153,Protein-glutamine_gamma-glutamyltransferase_6,0.4988,BLM
DB01559,Myeloperoxidase,0.4988,BLM
DB00153,Arylamine_N-acetyltransferase,0.4988,BLM
DB04855,Myeloperoxidase,0.4988,BLM
DB00214,Myeloperoxidase,0.4988,BLM
DB00153,N-acyl-phosphatidylethanolamine-hydrolyzing_phospholipase_D,0.4988,BLM
DB00136,Steryl-sulfatase,0.4988,BLM
DB02300,Sphingomyelin_phosphodiesterase,0.4987,BLM
DB00441,Myeloperoxidase,0.4987,BLM
DB00146,Protein-glutamine_gamma-glutamyltransferase_6,0.4987,BLM
DB00146,Nitric_oxide_synthase_endothelial,0.4987,BLM
DB02300,Kynurenine--oxoglutarate_transaminase_1,0.4987,BLM
DB02300,cGMP-specific_3'-5'-cyclic_phosphodiesterase,0.4987,BLM
DB00146,Cytidine_deaminase,0.4987,BLM
DB00136,Carbonyl_reductase_[NADPH]_3,0.4987,BLM
DB00486,Myeloperoxidase,0.4987,BLM
DB00136,Alkaline_phosphatase_tissue-nonspecific_isozyme,0.4987,BLM
DB02300,Steryl-sulfatase,0.4987,BLM
DB00136,Arylsulfatase_A,0.4987,BLM
DB00349,Myeloperoxidase,0.4987,BLM
DB00165,Myeloperoxidase,0.4987,BLM
DB02300,Valine--tRNA_ligase,0.4987,BLM
DB00269,Myeloperoxidase,0.4987,BLM
DB00153,Nucleoside_diphosphate_kinase_A,0.4987,BLM
DB00146,Alcohol_dehydrogenase_class_4_mu/sigma_chain,0.4987,BLM
DB00891,Myeloperoxidase,0.4987,BLM
DB02300,Catalase,0.4987,BLM
DB00440,Myeloperoxidase,0.4987,BLM
DB13139,Myeloperoxidase,0.4987,BLM
DB00136,Cytochrome_P450_2A13,0.4987,BLM
DB01241,Myeloperoxidase,0.4987,BLM
DB00146,Cytochrome_P450_2A2,0.4987,BLM
DB00146,Glucokinase,0.4986,BLM
DB02300,Methylmalonyl-CoA_mutase_mitochondrial,0.4986,BLM
DB00443,Myeloperoxidase,0.4986,BLM
DB00136,Glutathione_S-transferase_theta-1,0.4986,BLM
DB02300,6-phosphogluconate_dehydrogenase_decarboxylating,0.4986,BLM
DB00146,Bile_acid-CoA:amino_acid_N-acyltransferase,0.4986,BLM
DB00540,Myeloperoxidase,0.4986,BLM
DB00352,Myeloperoxidase,0.4986,BLM
DB01036,Myeloperoxidase,0.4986,BLM
DB00146,6-phosphogluconate_dehydrogenase_decarboxylating,0.4986,BLM
DB00136,Glutaminase_kidney_isoform_mitochondrial,0.4986,BLM
DB00146,Thiosulfate_sulfurtransferase,0.4986,BLM
DB00932,Myeloperoxidase,0.4986,BLM
DB02300,Arylamine_N-acetyltransferase,0.4986,BLM
DB02300,Indoleamine_2-3-dioxygenase_1,0.4986,BLM
DB00153,6-phosphogluconate_dehydrogenase_decarboxylating,0.4986,BLM
DB00749,Myeloperoxidase,0.4986,BLM
DB08931,Myeloperoxidase,0.4986,BLM
DB00910,Histamine_N-methyltransferase,0.4986,BLM
DB05351,Myeloperoxidase,0.4986,BLM
DB00146,Aldehyde_dehydrogenase_mitochondrial,0.4986,BLM
DB00146,Sphingomyelin_phosphodiesterase,0.4986,BLM
DB00153,Nitric_oxide_synthase_brain,0.4986,BLM
DB00136,Superoxide_dismutase_[Mn]_mitochondrial,0.4986,BLM
DB00153,Nitric_oxide_synthase_endothelial,0.4986,BLM
DB00146,Branched-chain-amino-acid_aminotransferase_cytosolic,0.4986,BLM
DB08880,Myeloperoxidase,0.4986,BLM
DB00146,Prothrombin,0.4986,BLM
DB00146,Beta-lactamase,0.4986,BLM
DB05521,Myeloperoxidase,0.4986,BLM
DB00146,Chloramphenicol_acetyltransferase,0.4986,BLM
DB00136,Isocitrate_dehydrogenase_[NADP]_cytoplasmic,0.4985,BLM
DB02300,Glutathione_S-transferase_A2,0.4985,BLM
DB00946,Myeloperoxidase,0.4985,BLM
DB00136,Bile_acid-CoA:amino_acid_N-acyltransferase,0.4985,BLM
DB00910,Glutathione_S-transferase_Mu_3,0.4985,BLM
DB00153,Glutathione_peroxidase_1,0.4985,BLM
DB00146,Solute_carrier_family_22_member_8,0.4985,BLM
DB00146,Equilibrative_nucleoside_transporter_1,0.4985,BLM
DB00245,Myeloperoxidase,0.4985,BLM
DB00153,Peroxiredoxin-5_mitochondrial,0.4985,BLM
DB00582,Myeloperoxidase,0.4985,BLM
DB08933,Myeloperoxidase,0.4985,BLM
DB08949,Myeloperoxidase,0.4985,BLM
DB08804,Myeloperoxidase,0.4985,BLM
DB02300,Multidrug_resistance_protein_1,0.4985,BLM
DB04574,Myeloperoxidase,0.4985,BLM
DB00153,Angiogenin,0.4985,BLM
DB00146,Glutathione_S-transferase_A2,0.4985,BLM
DB00259,Myeloperoxidase,0.4985,BLM
DB00146,NADH_dehydrogenase_[ubiquinone]_iron-sulfur_protein_3_mitochondrial,0.4985,BLM
DB02300,Dihydropyrimidine_dehydrogenase_[NADP(+)],0.4985,BLM
DB00136,Thymidine_phosphorylase,0.4985,BLM
DB00136,Guanylate_cyclase_soluble_subunit_alpha-2,0.4985,BLM
DB00146,Pancreatic_triacylglycerol_lipase,0.4985,BLM
DB00136,Alcohol_dehydrogenase_4,0.4985,BLM
DB00153,Adenylate_kinase_2_mitochondrial,0.4985,BLM
DB00136,Tyrosinase,0.4984,BLM
DB01018,Myeloperoxidase,0.4984,BLM
DB00153,Adenine_phosphoribosyltransferase,0.4984,BLM
DB00373,Myeloperoxidase,0.4984,BLM
DB00136,Arachidonate_5-lipoxygenase,0.4984,BLM
DB02300,Cytochrome_c_oxidase_subunit_1,0.4984,BLM
DB00146,UMP-CMP_kinase,0.4984,BLM
DB02300,Cytochrome_P450_2A13,0.4984,BLM
DB00451,Myeloperoxidase,0.4984,BLM
DB05109,Myeloperoxidase,0.4984,BLM
DB08907,Myeloperoxidase,0.4984,BLM
DB02300,POU_domain_class_2_transcription_factor_2,0.4984,BLM
DB00153,Bifunctional_purine_biosynthesis_protein_PURH,0.4984,BLM
DB00829,Cytochrome_P450_2C11,0.4984,BLM
DB06512,Myeloperoxidase,0.4984,BLM
DB00136,Bifunctional_purine_biosynthesis_protein_PURH,0.4984,BLM
DB02300,Glutaminase_kidney_isoform_mitochondrial,0.4984,BLM
DB00910,Beta-lactamase,0.4984,BLM
DB00491,Myeloperoxidase,0.4984,BLM
DB00146,Angiogenin,0.4984,BLM
DB01172,Myeloperoxidase,0.4984,BLM
DB00910,POU_domain_class_2_transcription_factor_2,0.4984,BLM
DB00136,Beta-glucuronidase,0.4984,BLM
DB00136,NADH_dehydrogenase_[ubiquinone]_iron-sulfur_protein_2_mitochondrial,0.4984,BLM
DB00146,Diamine_acetyltransferase_1,0.4984,BLM
DB00910,UDP-glucuronosyltransferase_2B17,0.4984,BLM
DB00136,Cytochrome_P450_3A3,0.4984,BLM
DB00146,Methionine_synthase,0.4984,BLM
DB00153,Acetyl-CoA_acetyltransferase_mitochondrial,0.4984,BLM
DB00146,Glutathione_S-transferase_Mu_1,0.4984,BLM
DB00751,Myeloperoxidase,0.4984,BLM
DB00136,Protein-lysine_6-oxidase,0.4984,BLM
DB00146,Choline/ethanolaminephosphotransferase_1,0.4984,BLM
DB00136,Glutathione_S-transferase_Mu_3,0.4984,BLM
DB02300,Beta-glucuronidase,0.4984,BLM
DB00136,Cytochrome_c_oxidase_subunit_1,0.4984,BLM
DB00811,Myeloperoxidase,0.4984,BLM
DB00136,Deazaflavin-dependent_nitroreductase,0.4984,BLM
DB02901,Myeloperoxidase,0.4984,BLM
DB00136,Choline/ethanolaminephosphotransferase_1,0.4984,BLM
DB00146,Catechol_O-methyltransferase,0.4984,BLM
DB00146,Cytochrome_P450_2C11,0.4983,BLM
DB00136,Glutathione_S-transferase_P,0.4983,BLM
DB00153,Alcohol_dehydrogenase_class_4_mu/sigma_chain,0.4983,BLM
DB00136,Cytochrome_P450_2B9,0.4983,BLM
DB00153,Alcohol_dehydrogenase_6,0.4983,BLM
DB00146,Alkaline_phosphatase_placental-like,0.4983,BLM
DB00146,Beta-glucuronidase,0.4983,BLM
DB00918,Myeloperoxidase,0.4983,BLM
DB00146,Deoxycytidine_kinase,0.4983,BLM
DB00146,Carbonyl_reductase_[NADPH]_1,0.4983,BLM
DB00136,Equilibrative_nucleoside_transporter_1,0.4983,BLM
DB00153,Choline/ethanolaminephosphotransferase_1,0.4983,BLM
DB08834,Myeloperoxidase,0.4983,BLM
DB02300,N-acetylglutamate_synthase_mitochondrial,0.4983,BLM
DB00146,Adenylate_cyclase_type_1,0.4983,BLM
DB00153,Carbonyl_reductase_[NADPH]_3,0.4983,BLM
DB00910,Protein-glutamine_gamma-glutamyltransferase_2,0.4983,BLM
DB02300,Arachidonate_5-lipoxygenase,0.4983,BLM
DB01175,Myeloperoxidase,0.4983,BLM
DB00153,Methionine--tRNA_ligase_cytoplasmic,0.4983,BLM
DB00136,Pyruvate-flavodoxin_oxidoreductase,0.4983,BLM
DB00910,Alkaline_phosphatase_placental-like,0.4983,BLM
DB02300,Phosphoglycerate_kinase_1,0.4983,BLM
DB00910,Arylamine_N-acetyltransferase_2,0.4983,BLM
DB00136,Carboxylesterase,0.4983,BLM
DB01589,Myeloperoxidase,0.4983,BLM
DB00153,Deoxycytidylate_deaminase,0.4983,BLM
DB06702,Myeloperoxidase,0.4983,BLM
DB00146,Phospholipase_D1,0.4983,BLM
DB00153,Equilibrative_nucleoside_transporter_1,0.4983,BLM
DB00146,N-acylethanolamine-hydrolyzing_acid_amidase,0.4983,BLM
DB11091,Myeloperoxidase,0.4983,BLM
DB00153,Serum_paraoxonase/lactonase_3,0.4983,BLM
DB00146,Pentaerythritol_tetranitrate_reductase,0.4983,BLM
DB00136,Catechol_O-methyltransferase,0.4983,BLM
DB00153,Dihydropyrimidine_dehydrogenase_[NADP(+)],0.4983,BLM
DB00910,Dihydropyrimidine_dehydrogenase_[NADP(+)],0.4983,BLM
DB00136,Cytochrome_P450_2B7_isoform,0.4983,BLM
DB06652,Myeloperoxidase,0.4982,BLM
DB01320,Myeloperoxidase,0.4982,BLM
DB00146,Protein-lysine_6-oxidase,0.4982,BLM
DB00153,Carbonyl_reductase_[NADPH]_1,0.4982,BLM
DB00726,Myeloperoxidase,0.4982,BLM
DB02300,UDP-glucuronosyltransferase_1-10,0.4982,BLM
DB00136,Protein-glutamine_gamma-glutamyltransferase_2,0.4982,BLM
DB00153,Creatine_kinase_B-type,0.4982,BLM
DB00910,Carbonyl_reductase_[NADPH]_1,0.4982,BLM
DB00146,Uridine_phosphorylase_1,0.4982,BLM
DB00146,Glutamine-dependent_NAD(+)_synthetase,0.4982,BLM
DB00153,Methionine_synthase,0.4982,BLM
DB00146,Coagulation_factor_XIII_A_chain,0.4982,BLM
DB00146,Pyridoxine_5'-phosphate_phosphatase,0.4982,BLM
DB00146,Cytochrome_P450_2A1,0.4982,BLM
DB00153,Alcohol_dehydrogenase_1B,0.4982,BLM
DB02300,NADH_dehydrogenase_[ubiquinone]_iron-sulfur_protein_2_mitochondrial,0.4982,BLM
DB00146,Succinate_dehydrogenase_[ubiquinone]_flavoprotein_subunit_mitochondrial,0.4982,BLM
DB00136,6-phosphofructo-2-kinase/fructose-2-6-bisphosphatase_1,0.4982,BLM
DB00136,Aldo-keto_reductase_family_1_member_C3,0.4982,BLM
DB02300,Cytochrome_P450_2B9,0.4982,BLM
DB04132,Myeloperoxidase,0.4982,BLM
DB00146,Asparagine_synthetase_[glutamine-hydrolyzing],0.4982,BLM
DB02300,UDP-glucuronosyltransferase_1-8,0.4982,BLM
DB02300,Fatty-acid_amide_hydrolase_1,0.4982,BLM
DB06209,Myeloperoxidase,0.4982,BLM
DB00153,Dimethylaniline_monooxygenase_[N-oxide-forming]_1,0.4982,BLM
DB00136,Alkaline_phosphatase_placental-like,0.4982,BLM
DB00136,Mannitol_dehydrogenase,0.4982,BLM
DB00146,Tryptophan_2-3-dioxygenase,0.4982,BLM
DB08918,Myeloperoxidase,0.4982,BLM
DB00146,Gamma-glutamyl_hydrolase,0.4982,BLM
DB00136,Cytochrome_P450_2A2,0.4982,BLM
DB01406,Myeloperoxidase,0.4982,BLM
DB09280,Myeloperoxidase,0.4982,BLM
DB00146,3-oxoacyl-[acyl-carrier-protein]_synthase_2,0.4982,BLM
DB00136,Acetylserotonin_O-methyltransferase,0.4982,BLM
DB00146,Microsomal_glutathione_S-transferase_2,0.4982,BLM
DB00153,Cob(I)yrinic_acid_a-c-diamide_adenosyltransferase_mitochondrial,0.4982,BLM
DB00146,Kynurenine--oxoglutarate_transaminase_1,0.4982,BLM
DB00484,Myeloperoxidase,0.4982,BLM
DB00136,Alcohol_dehydrogenase_1B,0.4982,BLM
DB00146,Hexokinase,0.4982,BLM
DB00146,Protein-glutamine_gamma-glutamyltransferase_Z,0.4982,BLM
DB02300,Glutathione_peroxidase_1,0.4982,BLM
DB00136,Serum_paraoxonase/lactonase_3,0.4982,BLM
DB00153,UMP-CMP_kinase,0.4981,BLM
DB00903,Myeloperoxidase,0.4981,BLM
DB00910,ATP_synthase_subunit_delta_mitochondrial,0.4981,BLM
DB02300,Glutamine-dependent_NAD(+)_synthetase,0.4981,BLM
DB00146,Isocitrate_dehydrogenase_[NADP]_cytoplasmic,0.4981,BLM
DB00910,Arylamine_N-acetyltransferase,0.4981,BLM
DB00234,Myeloperoxidase,0.4981,BLM
DB00146,Multidrug_resistance_protein_1,0.4981,BLM
DB00136,Nucleoside_diphosphate_kinase_A,0.4981,BLM
DB00146,Folylpolyglutamate_synthase_mitochondrial,0.4981,BLM
DB00136,Sulfotransferase_1A1,0.4981,BLM
DB00153,Bifunctional_adenosylcobalamin_biosynthesis_protein_CobU,0.4981,BLM
DB00153,Beta-glucuronidase,0.4981,BLM
DB02300,Cytochrome_P450_3A3,0.4981,BLM
DB01364,Myeloperoxidase,0.4981,BLM
DB00146,Glutathione_S-transferase_P,0.4981,BLM
DB00136,UDP-glucuronosyltransferase_2B10,0.4981,BLM
DB00263,Myeloperoxidase,0.4981,BLM
DB00136,Prothrombin,0.4981,BLM
DB00146,NADH_dehydrogenase_[ubiquinone]_iron-sulfur_protein_8_mitochondrial,0.4981,BLM
DB00266,Myeloperoxidase,0.4981,BLM
DB00136,Pancreatic_alpha-amylase,0.4981,BLM
DB00136,Beta-beta-carotene_15-15'-dioxygenase,0.4981,BLM
DB00146,Protein-glutamine_gamma-glutamyltransferase_5,0.4981,BLM
DB00136,Sulfite_oxidase_mitochondrial,0.4981,BLM
DB00829,Cytochrome_P450_2C6,0.4981,BLM
DB00153,Complement_C1s_subcomponent,0.4981,BLM
DB00146,Uridine_5'-monophosphate_synthase,0.4981,BLM
DB00910,Arachidonate_15-lipoxygenase,0.4981,BLM
DB00136,Hexokinase-1,0.4981,BLM
DB00146,Bifunctional_adenosylcobalamin_biosynthesis_protein_CobU,0.4981,BLM
DB00910,Cytochrome_P450_2A13,0.4981,BLM
DB00136,Choline_dehydrogenase_mitochondrial,0.4981,BLM
DB05708,Myeloperoxidase,0.4981,BLM
DB00136,Acetylcholinesterase,0.4981,BLM
DB00136,3-oxoacyl-[acyl-carrier-protein]_synthase_2,0.4981,BLM
DB00910,Indoleamine_2-3-dioxygenase_1,0.4981,BLM
DB00146,TetX_family_tetracycline_inactivation_enzyme,0.4981,BLM
