Drug1,Drug2,Prob,Method
DB00122,3_beta-hydroxysteroid_dehydrogenase/Delta_5-->4-isomerase_type_1,0.1364,GIP
DB01028,Steroid_17-alpha-hydroxylase/17-20_lyase,0.1363,GIP
DB08864,Carbonyl_reductase_[NADPH]_3,0.1362,GIP
DB13139,Carbonyl_reductase_[NADPH]_3,0.1361,GIP
DB06691,Carbonyl_reductase_[NADPH]_3,0.136,GIP
DB04572,Carbonyl_reductase_[NADPH]_3,0.1359,GIP
DB01235,Aldehyde_dehydrogenase_mitochondrial,0.1357,GIP
DB00523,Amine_oxidase_[flavin-containing]_A,0.1357,GIP
DB03756,Metallothionein-2,0.1356,GIP
DB01213,Glutathione_S-transferase_A2,0.1356,GIP
DB01213,Glutathione_S-transferase_A1,0.1354,GIP
DB09322,Aldehyde_dehydrogenase_mitochondrial,0.1354,GIP
DB00513,Aldehyde_dehydrogenase_mitochondrial,0.1354,GIP
DB01168,Amine_oxidase_[flavin-containing]_B,0.1352,GIP
DB00143,Carbonyl_reductase_[NADPH]_3,0.1352,GIP
DB00916,Carbonyl_reductase_[NADPH]_3,0.135,GIP
DB00373,Carbonyl_reductase_[NADPH]_3,0.1348,GIP
DB00434,Carbonyl_reductase_[NADPH]_3,0.1347,GIP
DB03088,Succinate-semialdehyde_dehydrogenase_mitochondrial,0.1346,GIP
DB00316,Cytochrome_P450_2C19,0.1346,GIP
DB00344,Carbonyl_reductase_[NADPH]_3,0.1345,GIP
DB00201,Cytochrome_P450_2C19,0.1344,GIP
DB01206,Aldehyde_dehydrogenase_mitochondrial,0.1343,GIP
DB06201,Carbonyl_reductase_[NADPH]_3,0.1342,GIP
DB00753,Carbonyl_reductase_[NADPH]_3,0.134,GIP
DB02486,3_beta-hydroxysteroid_dehydrogenase/Delta_5-->4-isomerase_type_1,0.1339,GIP
DB06637,Amine_oxidase_[flavin-containing]_A,0.1338,GIP
DB06729,Cytochrome_P450_2C19,0.1336,GIP
DB00411,Amine_oxidase_[flavin-containing]_A,0.1335,GIP
DB00127,Glutathione_S-transferase_A2,0.1332,GIP
DB01069,Carbonyl_reductase_[NADPH]_3,0.1329,GIP
DB01161,Carbonyl_reductase_[NADPH]_3,0.1329,GIP
DB00841,Carbonyl_reductase_[NADPH]_1,0.1328,GIP
DB00165,Carbonyl_reductase_[NADPH]_3,0.1328,GIP
DB06728,S-adenosylmethionine_synthase_isoform_type-2,0.1325,GIP
DB04889,Carbonyl_reductase_[NADPH]_3,0.1322,GIP
DB01240,Carbonyl_reductase_[NADPH]_3,0.1322,GIP
DB08846,Carbonyl_reductase_[NADPH]_3,0.1321,GIP
DB06804,Glutathione_S-transferase_P,0.1319,GIP
DB01956,UMP-CMP_kinase,0.1319,GIP
DB00908,Cytochrome_P450_3A5,0.1316,GIP
DB05015,Carbonyl_reductase_[NADPH]_3,0.1315,GIP
DB04816,Carbonyl_reductase_[NADPH]_3,0.1313,GIP
DB09459,Carbonyl_reductase_[NADPH]_3,0.1313,GIP
DB03128,Retinal_dehydrogenase_1,0.1312,GIP
DB00356,Amine_oxidase_[flavin-containing]_B,0.1311,GIP
DB09205,Carbonyl_reductase_[NADPH]_3,0.131,GIP
DB00371,UMP-CMP_kinase,0.1309,GIP
DB00763,Cytochrome_P450_1A1,0.1306,GIP
DB00490,Carbonyl_reductase_[NADPH]_3,0.1305,GIP
DB06147,Carbonyl_reductase_[NADPH]_3,0.1305,GIP
DB00909,Carbonyl_reductase_[NADPH]_3,0.1304,GIP
DB00715,Cytochrome_P450_2C19,0.1304,GIP
DB00726,Carbonyl_reductase_[NADPH]_3,0.1304,GIP
DB09499,Succinate-semialdehyde_dehydrogenase_mitochondrial,0.1304,GIP
DB01107,Glutathione_S-transferase_P,0.1297,GIP
DB00458,Carbonyl_reductase_[NADPH]_3,0.1297,GIP
DB09117,Amine_oxidase_[flavin-containing]_A,0.1296,GIP
DB11155,Carbonyl_reductase_[NADPH]_1,0.1295,GIP
DB00203,Cytochrome_P450_1A2,0.1293,GIP
DB01191,Amine_oxidase_[flavin-containing]_A,0.1291,GIP
DB01245,UMP-CMP_kinase,0.1291,GIP
DB02486,Arylamine_N-acetyltransferase_1,0.129,GIP
DB05057,Retinal_dehydrogenase_1,0.129,GIP
DB00313,Cytochrome_P450_1A1,0.1289,GIP
DB01151,Carbonyl_reductase_[NADPH]_3,0.1289,GIP
DB12831,Carbonyl_reductase_[NADPH]_3,0.1289,GIP
DB09054,Cytochrome_P450_2C9,0.1288,GIP
DB06727,Retinal_dehydrogenase_1,0.1288,GIP
DB03822,UMP-CMP_kinase,0.1288,GIP
DB00915,Carbonyl_reductase_[NADPH]_3,0.1284,GIP
DB13620,Glutathione_S-transferase_P,0.1284,GIP
DB06728,UMP-CMP_kinase,0.1283,GIP
DB01074,UMP-CMP_kinase,0.1282,GIP
DB02845,Retinal_dehydrogenase_1,0.128,GIP
DB00788,Amine_oxidase_[flavin-containing]_A,0.1279,GIP
DB00127,Glutathione_S-transferase_A1,0.1279,GIP
DB00523,Aldehyde_dehydrogenase_mitochondrial,0.1278,GIP
DB00161,Steroid_17-alpha-hydroxylase/17-20_lyase,0.1278,GIP
DB01424,Cytochrome_P450_3A5,0.1277,GIP
DB00951,Steroid_17-alpha-hydroxylase/17-20_lyase,0.1276,GIP
DB00858,Glutathione_S-transferase_P,0.1275,GIP
DB00613,Cytochrome_P450_1A2,0.1272,GIP
DB11586,Cytochrome_P450_2C8,0.1269,GIP
DB06204,Retinal_dehydrogenase_1,0.1267,GIP
DB06689,Glutathione_S-transferase_Mu_1,0.1267,GIP
DB09224,Amine_oxidase_[flavin-containing]_B,0.1266,GIP
DB01544,Cytochrome_P450_2C8,0.1266,GIP
DB09072,Glutathione_S-transferase_A2,0.1266,GIP
DB00755,Carbonyl_reductase_[NADPH]_1,0.1265,GIP
DB00818,Retinal_dehydrogenase_1,0.1264,GIP
DB11127,Aldehyde_dehydrogenase_mitochondrial,0.1263,GIP
DB01394,Cytochrome_P450_2C19,0.1263,GIP
DB02486,3_beta-hydroxysteroid_dehydrogenase/Delta_5-->4-isomerase_type_2,0.1262,GIP
DB00347,Carbonyl_reductase_[NADPH]_3,0.1259,GIP
DB01176,Amine_oxidase_[flavin-containing]_A,0.1259,GIP
DB06728,Steroid_17-alpha-hydroxylase/17-20_lyase,0.1257,GIP
DB06689,Steroid_17-alpha-hydroxylase/17-20_lyase,0.1252,GIP
DB11632,Cytochrome_P450_2C9,0.1251,GIP
DB00752,Amine_oxidase_[flavin-containing]_A,0.125,GIP
DB00629,Glutathione_S-transferase_P,0.1249,GIP
DB00878,Glutathione_S-transferase_P,0.1248,GIP
DB08918,Cytochrome_P450_2C9,0.1248,GIP
DB11156,Carbonyl_reductase_[NADPH]_3,0.1246,GIP
DB00784,Carbonyl_reductase_[NADPH]_3,0.1245,GIP
DB01144,Carbonyl_reductase_[NADPH]_3,0.1243,GIP
DB01393,Carbonyl_reductase_[NADPH]_3,0.1242,GIP
DB00564,Carbonyl_reductase_[NADPH]_3,0.1241,GIP
DB05381,Carbonyl_reductase_[NADPH]_3,0.1239,GIP
DB00411,Retinal_dehydrogenase_1,0.1238,GIP
DB08909,Amine_oxidase_[flavin-containing]_A,0.1237,GIP
DB00867,Amine_oxidase_[flavin-containing]_A,0.1236,GIP
DB02486,Nucleoside_diphosphate_kinase_A,0.1236,GIP
DB09221,Carbonyl_reductase_[NADPH]_3,0.1235,GIP
DB00349,Cytochrome_P450_2C9,0.1235,GIP
DB00669,Carbonyl_reductase_[NADPH]_3,0.1233,GIP
DB00592,Metallothionein-2,0.1231,GIP
DB01131,Amine_oxidase_[flavin-containing]_B,0.12300000000000001,GIP
DB00617,Carbonyl_reductase_[NADPH]_3,0.12300000000000001,GIP
DB00336,Carbonyl_reductase_[NADPH]_3,0.12300000000000001,GIP
DB00499,Carbonyl_reductase_[NADPH]_3,0.1229,GIP
DB00215,Cytochrome_P450_2C9,0.1228,GIP
DB09462,Succinate-semialdehyde_dehydrogenase_mitochondrial,0.1226,GIP
DB02095,Carbonyl_reductase_[NADPH]_3,0.1224,GIP
DB00325,Cytochrome_P450_1B1,0.1223,GIP
DB03756,Cytochrome_P450_2C19,0.1223,GIP
DB00491,Carbonyl_reductase_[NADPH]_3,0.1222,GIP
DB00636,Retinal_dehydrogenase_1,0.1222,GIP
DB09224,Amine_oxidase_[flavin-containing]_A,0.1221,GIP
DB00972,Cytochrome_P450_3A7,0.1221,GIP
DB04871,Cytochrome_P450_2C9,0.122,GIP
DB00233,Glutathione_S-transferase_P,0.1219,GIP
DB00731,Carbonyl_reductase_[NADPH]_3,0.1219,GIP
DB01445,Carbonyl_reductase_[NADPH]_3,0.1218,GIP
DB06693,Carbonyl_reductase_[NADPH]_3,0.1216,GIP
DB01120,Carbonyl_reductase_[NADPH]_3,0.1216,GIP
DB06689,Metallothionein-1A,0.1212,GIP
DB00369,Carbonyl_reductase_[NADPH]_3,0.1211,GIP
DB00544,Carbonyl_reductase_[NADPH]_1,0.121,GIP
DB09413,Retinal_dehydrogenase_1,0.1208,GIP
DB00688,UDP-glucuronosyltransferase_1-3,0.1208,GIP
DB09288,Aldehyde_dehydrogenase_mitochondrial,0.1207,GIP
DB01221,Cytochrome_P450_2C19,0.1206,GIP
DB00291,Amine_oxidase_[flavin-containing]_A,0.1205,GIP
DB01182,Cytochrome_P450_2C19,0.1203,GIP
DB09117,Retinal_dehydrogenase_1,0.1203,GIP
DB08909,Succinate-semialdehyde_dehydrogenase_mitochondrial,0.1203,GIP
DB00397,Amine_oxidase_[flavin-containing]_B,0.1202,GIP
DB01028,Succinate-semialdehyde_dehydrogenase_mitochondrial,0.1201,GIP
DB00161,Glutathione_S-transferase_Mu_1,0.1201,GIP
DB03822,Steroid_17-alpha-hydroxylase/17-20_lyase,0.1201,GIP
DB01028,Cytochrome_P450_2C19,0.1201,GIP
DB09499,Metallothionein-2,0.12,GIP
DB00594,Carbonyl_reductase_[NADPH]_3,0.12,GIP
DB00720,UMP-CMP_kinase,0.12,GIP
DB00822,UMP-CMP_kinase,0.1198,GIP
DB01024,UDP-glucuronosyltransferase_1-10,0.1197,GIP
DB00592,Nucleoside_diphosphate_kinase_B,0.1197,GIP
DB00458,Cytochrome_P450_3A5,0.1197,GIP
DB03568,UMP-CMP_kinase,0.1194,GIP
DB01023,Cytochrome_P450_2C19,0.1193,GIP
DB00738,Cytochrome_P450_2C9,0.1191,GIP
DB00847,Retinal_dehydrogenase_1,0.11900000000000001,GIP
DB01580,Amine_oxidase_[flavin-containing]_A,0.1189,GIP
DB09413,Aldehyde_dehydrogenase_mitochondrial,0.1188,GIP
DB09117,UMP-CMP_kinase,0.1187,GIP
DB06594,Amine_oxidase_[flavin-containing]_A,0.1187,GIP
DB00172,UMP-CMP_kinase,0.1185,GIP
DB00647,Cytochrome_P450_2C19,0.1185,GIP
DB09332,Carbonyl_reductase_[NADPH]_3,0.1184,GIP
DB00592,Nucleoside_diphosphate_kinase_A,0.1184,GIP
DB08949,Carbonyl_reductase_[NADPH]_3,0.1184,GIP
DB00897,Cytochrome_P450_2C19,0.1184,GIP
DB00669,Amine_oxidase_[flavin-containing]_B,0.1183,GIP
DB09322,Amine_oxidase_[flavin-containing]_A,0.1182,GIP
DB00173,Aldehyde_dehydrogenase_mitochondrial,0.1182,GIP
DB09288,Amine_oxidase_[flavin-containing]_B,0.1182,GIP
DB03822,Glutathione_S-transferase_A2,0.1181,GIP
DB09499,Arylamine_N-acetyltransferase_2,0.11800000000000001,GIP
DB00437,Carbonyl_reductase_[NADPH]_3,0.1179,GIP
DB00568,Carbonyl_reductase_[NADPH]_3,0.1179,GIP
DB00550,Glutathione_S-transferase_P,0.1177,GIP
DB00316,UDP-glucuronosyltransferase_1-7,0.1176,GIP
DB05197,Carbonyl_reductase_[NADPH]_3,0.1176,GIP
DB01035,Amine_oxidase_[flavin-containing]_B,0.1176,GIP
DB03568,Nucleoside_diphosphate_kinase_A,0.1176,GIP
DB09072,Glutathione_S-transferase_Mu_1,0.1174,GIP
DB00435,Amine_oxidase_[flavin-containing]_A,0.1174,GIP
DB01075,Cytochrome_P450_2C8,0.1174,GIP
DB01437,Carbonyl_reductase_[NADPH]_3,0.1174,GIP
DB01241,Amine_oxidase_[flavin-containing]_A,0.1173,GIP
DB02486,UMP-CMP_kinase,0.1173,GIP
DB00191,Steroid_17-alpha-hydroxylase/17-20_lyase,0.1173,GIP
DB00342,Cytochrome_P450_2C19,0.1172,GIP
DB05219,Carbonyl_reductase_[NADPH]_3,0.1172,GIP
DB06710,Carbonyl_reductase_[NADPH]_3,0.1172,GIP
DB09389,Carbonyl_reductase_[NADPH]_3,0.1171,GIP
DB00414,Carbonyl_reductase_[NADPH]_3,0.11699999999999999,GIP
DB01914,Carbonyl_reductase_[NADPH]_3,0.11699999999999999,GIP
DB00173,Carbonyl_reductase_[NADPH]_1,0.1169,GIP
DB00262,Hexokinase-1,0.1167,GIP
DB00411,Steroid_17-alpha-hydroxylase/17-20_lyase,0.1167,GIP
DB00788,Retinal_dehydrogenase_1,0.1167,GIP
DB01050,Glutathione_S-transferase_P,0.1166,GIP
DB00425,Cytochrome_P450_2C8,0.1166,GIP
DB01198,Cytochrome_P450_2C19,0.1165,GIP
DB00857,Carbonyl_reductase_[NADPH]_1,0.1164,GIP
DB00501,Glutathione_S-transferase_P,0.1164,GIP
DB02709,Carbonyl_reductase_[NADPH]_1,0.1164,GIP
DB00277,Cytochrome_P450_2C19,0.1163,GIP
DB01559,Cytochrome_P450_2C9,0.1163,GIP
DB01206,Succinate-semialdehyde_dehydrogenase_mitochondrial,0.1163,GIP
DB00486,Cytochrome_P450_2C19,0.1161,GIP
DB11642,Aldehyde_dehydrogenase_mitochondrial,0.1161,GIP
DB06016,Carbonyl_reductase_[NADPH]_3,0.11599999999999999,GIP
DB03128,Arylamine_N-acetyltransferase_2,0.1159,GIP
DB09499,UMP-CMP_kinase,0.1158,GIP
DB01229,Cytochrome_P450_2C19,0.1158,GIP
DB00617,Cytochrome_P450_2C19,0.1153,GIP
DB00191,Cytochrome_P450_2C19,0.1153,GIP
DB00949,Succinate-semialdehyde_dehydrogenase_mitochondrial,0.1153,GIP
DB06823,UMP-CMP_kinase,0.1153,GIP
DB00847,Amine_oxidase_[flavin-containing]_B,0.1152,GIP
DB00871,Carbonyl_reductase_[NADPH]_1,0.1152,GIP
DB00788,Cytochrome_P450_2C19,0.1151,GIP
DB09502,Succinate-semialdehyde_dehydrogenase_mitochondrial,0.115,GIP
DB01138,Cytochrome_P450_2C19,0.1149,GIP
DB00688,UDP-glucuronosyltransferase_1-4,0.1149,GIP
DB01028,Nucleoside_diphosphate_kinase_B,0.1148,GIP
DB00291,Retinal_dehydrogenase_1,0.1147,GIP
DB04818,Aldehyde_dehydrogenase_mitochondrial,0.1146,GIP
DB00582,Cytochrome_P450_2C8,0.1145,GIP
DB01075,Glutathione_S-transferase_P,0.1144,GIP
DB00179,Amine_oxidase_[flavin-containing]_A,0.1142,GIP
DB00255,Carbonyl_reductase_[NADPH]_1,0.1141,GIP
DB03822,Glutathione_S-transferase_A1,0.1141,GIP
DB08864,Cytochrome_P450_2C9,0.1141,GIP
DB00471,Cytochrome_P450_2C19,0.114,GIP
DB05271,Carbonyl_reductase_[NADPH]_3,0.1137,GIP
DB09288,Succinate-semialdehyde_dehydrogenase_mitochondrial,0.1137,GIP
DB00316,UDP-glucuronosyltransferase_1-8,0.1136,GIP
DB01612,Steroid_17-alpha-hydroxylase/17-20_lyase,0.1135,GIP
DB00655,Cytochrome_P450_2C19,0.1134,GIP
DB00368,Carbonyl_reductase_[NADPH]_1,0.1134,GIP
DB00740,Carbonyl_reductase_[NADPH]_3,0.1133,GIP
DB11181,Carbonyl_reductase_[NADPH]_3,0.1133,GIP
DB00264,Retinal_dehydrogenase_1,0.1133,GIP
DB00907,Cytochrome_P450_2C19,0.1132,GIP
DB01110,Cytochrome_P450_2C8,0.1132,GIP
DB05057,Amine_oxidase_[flavin-containing]_A,0.1132,GIP
DB00169,1-25-dihydroxyvitamin_D(3)_24-hydroxylase_mitochondrial,0.1132,GIP
DB03756,Amine_oxidase_[flavin-containing]_B,0.113,GIP
DB09499,3_beta-hydroxysteroid_dehydrogenase/Delta_5-->4-isomerase_type_2,0.113,GIP
DB09245,Carbonyl_reductase_[NADPH]_3,0.1129,GIP
DB00313,Cytochrome_P450_3A7,0.1129,GIP
DB09499,3_beta-hydroxysteroid_dehydrogenase/Delta_5-->4-isomerase_type_1,0.1129,GIP
DB01914,UMP-CMP_kinase,0.1128,GIP
DB09072,Glutathione_S-transferase_A1,0.1127,GIP
DB00238,Cytochrome_P450_2C19,0.1127,GIP
DB01435,Cytochrome_P450_1A1,0.1125,GIP
DB06689,Nucleoside_diphosphate_kinase_B,0.1125,GIP
DB00243,Carbonyl_reductase_[NADPH]_3,0.1123,GIP
DB01006,Amine_oxidase_[flavin-containing]_B,0.1122,GIP
DB00612,Amine_oxidase_[flavin-containing]_A,0.1121,GIP
DB00857,Glutathione_S-transferase_P,0.1121,GIP
DB00195,Aldehyde_dehydrogenase_mitochondrial,0.11199999999999999,GIP
DB00863,Cytochrome_P450_2C9,0.11199999999999999,GIP
DB00175,Cytochrome_P450_3A7,0.11199999999999999,GIP
DB06413,Amine_oxidase_[flavin-containing]_A,0.11199999999999999,GIP
DB01005,UMP-CMP_kinase,0.1119,GIP
DB00780,Cytochrome_P450_2D6,0.1117,GIP
DB00647,Cytochrome_P450_3A5,0.1116,GIP
DB01075,Cytochrome_P450_2E1,0.1115,GIP
DB00122,Succinate-semialdehyde_dehydrogenase_mitochondrial,0.1115,GIP
DB01011,Carbonyl_reductase_[NADPH]_3,0.1114,GIP
DB06756,Amine_oxidase_[flavin-containing]_A,0.1113,GIP
DB00233,Carbonyl_reductase_[NADPH]_1,0.1113,GIP
DB00983,Carbonyl_reductase_[NADPH]_3,0.1112,GIP
DB01429,Carbonyl_reductase_[NADPH]_3,0.1111,GIP
DB00127,S-adenosylmethionine_synthase_isoform_type-1,0.111,GIP
DB06728,Hexokinase,0.1108,GIP
DB05990,Glutathione_S-transferase_P,0.1108,GIP
DB01174,Cytochrome_P450_2D6,0.1108,GIP
DB06756,Retinal_dehydrogenase_1,0.1108,GIP
DB00574,Glutathione_S-transferase_P,0.1106,GIP
DB01169,Retinal_dehydrogenase_1,0.1106,GIP
DB00834,Cytochrome_P450_1A1,0.1106,GIP
DB00619,Cytochrome_P450_2C8,0.1105,GIP
DB01685,Carbonyl_reductase_[NADPH]_3,0.1104,GIP
DB00721,Carbonyl_reductase_[NADPH]_1,0.1104,GIP
DB00268,Carbonyl_reductase_[NADPH]_3,0.1104,GIP
DB08860,Cytochrome_P450_2C19,0.1103,GIP
DB00629,Aldehyde_dehydrogenase_mitochondrial,0.1103,GIP
DB00352,Carbonyl_reductase_[NADPH]_3,0.1103,GIP
DB00636,Glutathione_S-transferase_P,0.1102,GIP
DB02509,Glutathione_S-transferase_Mu_1,0.1101,GIP
DB00257,Cytochrome_P450_1A1,0.1101,GIP
DB00227,Carbonyl_reductase_[NADPH]_3,0.11,GIP
DB00513,UMP-CMP_kinase,0.1099,GIP
DB01176,Glutathione_S-transferase_P,0.1099,GIP
DB00224,Cytochrome_P450_2C8,0.1099,GIP
DB00418,Cytochrome_P450_2C19,0.1099,GIP
