Drug1,Drug2,Prob,Source,Method
DB04573,DB00208,0.2468,DrugBank,LapRLS
DB08918,DB14006,0.2468,DrugBank,LapRLS
DB11490,DB00808,0.2468,DrugBank,LapRLS
DB06698,DB00215,0.2468,DrugBank,LapRLS
DB00375,DB04868,0.2468,DrugBank,LapRLS
DB00846,DB00199,0.2468,DrugBank,LapRLS
DB00633,DB00289,0.2468,DrugBank,LapRLS
DB01472,DB11609,0.2468,DrugBank,LapRLS
DB01565,DB01118,0.2468,DrugBank,LapRLS
DB14006,DB09125,0.2468,DrugBank,LapRLS
DB09555,DB12273,0.2468,DrugBank,LapRLS
DB13169,DB14033,0.2468,DrugBank,LapRLS
DB00463,DB09345,0.2468,DrugBank,LapRLS
DB14028,DB00673,0.2468,DrugBank,LapRLS
DB01041,DB01008,0.2467,CRD,LapRLS
DB00603,DB06689,0.2467,CRD,LapRLS
DB00210,DB00396,0.2467,DrugBank,LapRLS
DB00726,DB00830,0.2467,DrugBank,LapRLS
DB00568,DB12308,0.2467,DrugBank,LapRLS
DB01395,DB09073,0.2467,DrugBank,LapRLS
DB08804,DB00252,0.2467,DrugBank,LapRLS
DB14028,DB08873,0.2467,DrugBank,LapRLS
DB13114,DB09085,0.2467,DrugBank,LapRLS
DB00436,DB09213,0.2467,DrugBank,LapRLS
DB00820,DB00215,0.2467,DrugBank,LapRLS
DB00245,DB01547,0.2467,DrugBank,LapRLS
DB01036,DB01547,0.2467,DrugBank,LapRLS
DB00571,DB13530,0.2467,DrugBank,LapRLS
DB00502,DB01511,0.2467,DrugBank,LapRLS
DB00173,DB09214,0.2466,NCRD,LapRLS
DB09232,DB01324,0.2466,DrugBank,LapRLS
DB12598,DB01185,0.2466,DrugBank,LapRLS
DB11490,DB00476,0.2466,DrugBank,LapRLS
DB09250,DB00232,0.2466,DrugBank,LapRLS
DB00589,DB08922,0.2466,DrugBank,LapRLS
DB00737,DB00289,0.2466,DrugBank,LapRLS
DB06678,DB00188,0.2466,DrugBank,LapRLS
DB09214,DB06600,0.2466,DrugBank,LapRLS
DB00801,DB13141,0.2466,DrugBank,LapRLS
DB05830,DB09280,0.2466,DrugBank,LapRLS
DB00433,DB11278,0.2466,DrugBank,LapRLS
DB01186,DB00715,0.2466,DrugBank,LapRLS
DB00598,DB01353,0.2466,DrugBank,LapRLS
DB00612,DB06689,0.2465,CRD,LapRLS
DB00777,DB12314,0.2465,DrugBank,LapRLS
DB06204,DB09049,0.2465,DrugBank,LapRLS
DB09351,DB06712,0.2465,DrugBank,LapRLS
DB01038,DB01442,0.2465,DrugBank,LapRLS
DB09231,DB00476,0.2465,DrugBank,LapRLS
DB01168,DB01246,0.2465,DrugBank,LapRLS
DB00608,DB14006,0.2465,DrugBank,LapRLS
DB09227,DB09048,0.2465,DrugBank,LapRLS
DB00806,DB01210,0.2465,DrugBank,LapRLS
DB01435,DB00396,0.2465,DrugBank,LapRLS
DB00405,DB00559,0.2465,DrugBank,LapRLS
DB01119,DB09231,0.2465,DrugBank,LapRLS
DB00445,DB00091,0.2465,DrugBank,LapRLS
DB09279,DB09214,0.2465,DrugBank,LapRLS
DB09245,DB08941,0.2465,DrugBank,LapRLS
DB00136,DB03128,0.2464,CRD,LapRLS
DB01466,DB04953,0.2464,NCRD,LapRLS
DB00975,DB00215,0.2464,DrugBank,LapRLS
DB00158,DB00233,0.2464,DrugBank,LapRLS
DB00568,DB13025,0.2464,DrugBank,LapRLS
DB00237,DB01275,0.2464,DrugBank,LapRLS
DB00688,DB00769,0.2464,DrugBank,LapRLS
DB01162,DB00564,0.2464,DrugBank,LapRLS
DB01071,DB01450,0.2464,DrugBank,LapRLS
DB00463,DB01580,0.2464,DrugBank,LapRLS
DB00350,DB09231,0.2464,DrugBank,LapRLS
DB00331,DB01118,0.2464,DrugBank,LapRLS
DB04896,DB05812,0.2464,DrugBank,LapRLS
DB06693,DB06605,0.2464,DrugBank,LapRLS
DB00396,DB06774,0.2464,DrugBank,LapRLS
DB05424,DB08865,0.2463,DrugBank,LapRLS
DB09213,DB01395,0.2463,DrugBank,LapRLS
DB00546,DB06288,0.2463,DrugBank,LapRLS
DB04540,DB01072,0.2463,DrugBank,LapRLS
DB09240,DB00742,0.2463,DrugBank,LapRLS
DB00961,DB00263,0.2463,DrugBank,LapRLS
DB13384,DB01320,0.2463,DrugBank,LapRLS
DB08804,DB00273,0.2463,DrugBank,LapRLS
DB04844,DB09073,0.2463,DrugBank,LapRLS
DB13227,DB14006,0.2463,DrugBank,LapRLS
DB01024,DB06290,0.2463,DrugBank,LapRLS
DB00967,DB00196,0.2463,DrugBank,LapRLS
DB01189,DB00496,0.2463,DrugBank,LapRLS
DB01548,DB01171,0.2463,DrugBank,LapRLS
DB01495,DB01320,0.2462,DrugBank,LapRLS
DB00367,DB06728,0.2462,CRD,LapRLS
DB00704,DB00268,0.2462,DrugBank,LapRLS
DB00445,DB00208,0.2462,DrugBank,LapRLS
DB00918,DB00777,0.2462,DrugBank,LapRLS
DB12010,DB00701,0.2462,DrugBank,LapRLS
DB01069,DB01071,0.2462,DrugBank,LapRLS
DB13114,DB00281,0.2462,DrugBank,LapRLS
DB04573,DB00343,0.2462,DrugBank,LapRLS
DB14028,DB09048,0.2462,DrugBank,LapRLS
DB00420,DB09000,0.2462,DrugBank,LapRLS
DB13876,DB00232,0.2462,DrugBank,LapRLS
DB09213,DB02261,0.2462,DrugBank,LapRLS
DB11274,DB04946,0.2462,DrugBank,LapRLS
DB13217,DB13509,0.2462,DrugBank,LapRLS
DB12618,DB00396,0.2462,DrugBank,LapRLS
DB00353,DB08899,0.2462,DrugBank,LapRLS
DB00842,DB06148,0.2462,DrugBank,LapRLS
DB01260,DB06636,0.2462,DrugBank,LapRLS
DB06678,DB01263,0.2462,DrugBank,LapRLS
DB01353,DB00881,0.2462,DrugBank,LapRLS
DB14028,DB01118,0.2462,DrugBank,LapRLS
DB00809,DB00771,0.2462,DrugBank,LapRLS
DB00237,DB09477,0.2462,DrugBank,LapRLS
DB01024,DB00176,0.2462,DrugBank,LapRLS
DB14006,DB09154,0.2462,DrugBank,LapRLS
DB09239,DB09073,0.2462,DrugBank,LapRLS
DB04829,DB00938,0.2462,DrugBank,LapRLS
DB04540,DB00648,0.2461,DrugBank,LapRLS
DB08921,DB09383,0.2461,DrugBank,LapRLS
DB06698,DB04832,0.2461,DrugBank,LapRLS
DB09072,DB00463,0.2461,DrugBank,LapRLS
DB01567,DB00648,0.2461,DrugBank,LapRLS
DB01228,DB00564,0.2461,DrugBank,LapRLS
DB06678,DB01211,0.2461,DrugBank,LapRLS
DB01038,DB00191,0.2461,DrugBank,LapRLS
DB09070,DB00307,0.2461,DrugBank,LapRLS
DB01103,DB09238,0.2461,DrugBank,LapRLS
DB00484,DB13837,0.2461,DrugBank,LapRLS
DB01611,DB01045,0.2461,DrugBank,LapRLS
DB09227,DB01254,0.2461,DrugBank,LapRLS
DB00206,DB13114,0.2461,DrugBank,LapRLS
DB01242,DB00398,0.2461,DrugBank,LapRLS
DB06736,DB00396,0.246,DrugBank,LapRLS
DB04840,DB09232,0.246,DrugBank,LapRLS
DB06196,DB09118,0.246,DrugBank,LapRLS
DB06153,DB00208,0.246,DrugBank,LapRLS
DB00844,DB11642,0.246,DrugBank,LapRLS
DB00511,DB09280,0.246,DrugBank,LapRLS
DB01433,DB00208,0.246,DrugBank,LapRLS
DB01608,DB00830,0.246,DrugBank,LapRLS
DB09213,DB00264,0.246,DrugBank,LapRLS
DB00237,DB00463,0.246,DrugBank,LapRLS
DB00771,DB00843,0.246,DrugBank,LapRLS
DB09245,DB09232,0.246,DrugBank,LapRLS
DB09214,DB00955,0.2459,DrugBank,LapRLS
DB00247,DB11278,0.2459,DrugBank,LapRLS
DB09000,DB05271,0.2459,DrugBank,LapRLS
DB04540,DB00285,0.2459,DrugBank,LapRLS
DB01495,DB09074,0.2459,DrugBank,LapRLS
DB06700,DB09120,0.2459,DrugBank,LapRLS
DB04844,DB05521,0.2459,DrugBank,LapRLS
DB11737,DB00622,0.2459,DrugBank,LapRLS
DB08882,DB14033,0.2459,DrugBank,LapRLS
DB01495,DB08873,0.2459,DrugBank,LapRLS
DB06771,DB01124,0.2459,DrugBank,LapRLS
DB06233,DB12332,0.2459,DrugBank,LapRLS
DB06762,DB09232,0.2459,DrugBank,LapRLS
DB01497,DB00289,0.2459,DrugBank,LapRLS
DB01614,DB08954,0.2459,DrugBank,LapRLS
DB00405,DB09065,0.2459,DrugBank,LapRLS
DB01002,DB01295,0.2459,DrugBank,LapRLS
DB06678,DB06290,0.2459,DrugBank,LapRLS
DB13509,DB13783,0.2459,DrugBank,LapRLS
DB01611,DB00564,0.2458,DrugBank,LapRLS
DB00780,DB00902,0.2458,DrugBank,LapRLS
DB04468,DB06717,0.2458,DrugBank,LapRLS
DB09214,DB06605,0.2458,DrugBank,LapRLS
DB01356,DB01059,0.2458,DrugBank,LapRLS
DB09555,DB00298,0.2458,DrugBank,LapRLS
DB06587,DB01320,0.2458,DrugBank,LapRLS
DB05424,DB05521,0.2458,DrugBank,LapRLS
DB00669,DB00951,0.2458,DrugBank,LapRLS
DB13307,DB13456,0.2458,DrugBank,LapRLS
DB08991,DB00396,0.2458,DrugBank,LapRLS
DB01353,DB09242,0.2458,DrugBank,LapRLS
DB00396,DB04576,0.2458,DrugBank,LapRLS
DB09244,DB09351,0.2458,DrugBank,LapRLS
DB01189,DB00257,0.2458,DrugBank,LapRLS
DB00238,DB06728,0.2458,CRD,LapRLS
DB13500,DB01353,0.2457,DrugBank,LapRLS
DB09194,DB01026,0.2457,DrugBank,LapRLS
DB06702,DB00736,0.2457,DrugBank,LapRLS
DB09232,DB08952,0.2457,DrugBank,LapRLS
DB00924,DB00865,0.2457,DrugBank,LapRLS
DB01399,DB00263,0.2457,DrugBank,LapRLS
DB00784,DB00396,0.2457,DrugBank,LapRLS
DB00514,DB00774,0.2457,DrugBank,LapRLS
DB09279,DB09239,0.2457,DrugBank,LapRLS
DB01611,DB08899,0.2457,DrugBank,LapRLS
DB02187,DB09073,0.2457,DrugBank,LapRLS
DB01397,DB01200,0.2456,DrugBank,LapRLS
DB13169,DB00238,0.2456,DrugBank,LapRLS
DB11672,DB14006,0.2456,DrugBank,LapRLS
DB08932,DB00503,0.2456,DrugBank,LapRLS
DB06246,DB14006,0.2456,DrugBank,LapRLS
DB00372,DB01012,0.2456,DrugBank,LapRLS
DB09229,DB00254,0.2456,DrugBank,LapRLS
DB11785,DB00854,0.2456,DrugBank,LapRLS
DB09288,DB09063,0.2456,DrugBank,LapRLS
DB09555,DB01587,0.2456,DrugBank,LapRLS
DB12843,DB01609,0.2456,DrugBank,LapRLS
DB00605,DB00396,0.2456,DrugBank,LapRLS
DB11490,DB00887,0.2456,DrugBank,LapRLS
DB01353,DB00880,0.2456,DrugBank,LapRLS
DB01433,DB00289,0.2456,DrugBank,LapRLS
DB09268,DB06600,0.2456,DrugBank,LapRLS
DB01463,DB01472,0.2455,DrugBank,LapRLS
DB00474,DB00606,0.2455,DrugBank,LapRLS
DB04839,DB00794,0.2455,DrugBank,LapRLS
DB06616,DB09239,0.2455,DrugBank,LapRLS
DB00159,DB00208,0.2455,DrugBank,LapRLS
DB01567,DB00661,0.2455,DrugBank,LapRLS
DB06480,DB00238,0.2455,DrugBank,LapRLS
DB00806,DB01118,0.2455,DrugBank,LapRLS
DB11952,DB00220,0.2455,DrugBank,LapRLS
DB00568,DB01544,0.2455,DrugBank,LapRLS
DB00961,DB00678,0.2455,DrugBank,LapRLS
DB09240,DB09236,0.2455,DrugBank,LapRLS
DB01626,DB09231,0.2454,DrugBank,LapRLS
DB13114,DB05424,0.2454,DrugBank,LapRLS
DB00963,DB00396,0.2454,DrugBank,LapRLS
DB01014,DB00396,0.2454,DrugBank,LapRLS
DB01495,DB06595,0.2454,DrugBank,LapRLS
DB00903,DB09213,0.2454,DrugBank,LapRLS
DB11411,DB13509,0.2454,DrugBank,LapRLS
DB01611,DB01201,0.2454,DrugBank,LapRLS
DB13612,DB13143,0.2454,DrugBank,LapRLS
DB01622,DB01012,0.2454,DrugBank,LapRLS
DB00962,DB00503,0.2454,DrugBank,LapRLS
DB04829,DB08912,0.2454,DrugBank,LapRLS
DB01185,DB00310,0.2454,DrugBank,LapRLS
DB11614,DB11609,0.2454,DrugBank,LapRLS
DB00390,DB09295,0.2454,DrugBank,LapRLS
DB00405,DB01156,0.2454,DrugBank,LapRLS
DB13509,DB00685,0.2454,DrugBank,LapRLS
DB11490,DB09244,0.2453,DrugBank,LapRLS
DB00346,DB06689,0.2453,CRD,LapRLS
DB08804,DB01601,0.2453,DrugBank,LapRLS
DB09229,DB08941,0.2453,DrugBank,LapRLS
DB13443,DB12092,0.2453,DrugBank,LapRLS
DB00371,DB00546,0.2453,DrugBank,LapRLS
DB13509,DB01077,0.2453,DrugBank,LapRLS
DB00805,DB08941,0.2453,DrugBank,LapRLS
DB00960,DB09240,0.2453,DrugBank,LapRLS
DB00430,DB00266,0.2453,DrugBank,LapRLS
DB07767,DB14006,0.2453,DrugBank,LapRLS
DB00924,DB01509,0.2453,DrugBank,LapRLS
DB00405,DB08865,0.2453,DrugBank,LapRLS
DB00509,DB01320,0.2453,DrugBank,LapRLS
DB00967,DB08820,0.2452,DrugBank,LapRLS
DB00568,DB01545,0.2452,DrugBank,LapRLS
DB13114,DB00625,0.2452,DrugBank,LapRLS
DB09229,DB09054,0.2452,DrugBank,LapRLS
DB00468,DB06711,0.2452,DrugBank,LapRLS
DB00750,DB01118,0.2452,DrugBank,LapRLS
DB00487,DB00908,0.2452,DrugBank,LapRLS
DB14006,DB11268,0.2452,DrugBank,LapRLS
DB09214,DB00720,0.2452,DrugBank,LapRLS
DB00514,DB14028,0.2452,DrugBank,LapRLS
DB00515,DB06689,0.2452,CRD,LapRLS
DB01548,DB04884,0.2452,DrugBank,LapRLS
DB09218,DB14006,0.2451,DrugBank,LapRLS
DB00865,DB01213,0.2451,CRD,LapRLS
DB00339,DB01143,0.2451,NCRD,LapRLS
DB00997,DB00720,0.2451,NCRD,LapRLS
DB09213,DB00035,0.2451,DrugBank,LapRLS
DB00699,DB00182,0.2451,DrugBank,LapRLS
DB00568,DB01161,0.2451,DrugBank,LapRLS
DB00546,DB01403,0.2451,DrugBank,LapRLS
DB00247,DB09280,0.2451,DrugBank,LapRLS
DB06616,DB01175,0.2451,DrugBank,LapRLS
DB04573,DB00196,0.2451,DrugBank,LapRLS
DB00721,DB09240,0.2451,DrugBank,LapRLS
DB05830,DB01264,0.2451,DrugBank,LapRLS
DB00568,DB13116,0.2451,DrugBank,LapRLS
DB01070,DB00254,0.2451,DrugBank,LapRLS
DB14035,DB09065,0.2451,DrugBank,LapRLS
DB08981,DB14006,0.2451,DrugBank,LapRLS
DB00335,DB06152,0.2451,DrugBank,LapRLS
DB00247,DB03756,0.245,CRD,LapRLS
DB00844,DB00289,0.245,DrugBank,LapRLS
DB00726,DB01611,0.245,DrugBank,LapRLS
DB09213,DB09477,0.245,DrugBank,LapRLS
DB11785,DB00318,0.245,DrugBank,LapRLS
DB01185,DB01324,0.245,DrugBank,LapRLS
DB09017,DB11642,0.245,DrugBank,LapRLS
DB00690,DB09167,0.245,DrugBank,LapRLS
DB01071,DB11638,0.245,DrugBank,LapRLS
DB00396,DB13532,0.245,DrugBank,LapRLS
DB00405,DB01072,0.245,DrugBank,LapRLS
DB13114,DB12590,0.245,DrugBank,LapRLS
DB13114,DB00807,0.245,DrugBank,LapRLS
DB00932,DB11093,0.245,DrugBank,LapRLS
DB00850,DB01622,0.245,DrugBank,LapRLS
DB01622,DB00230,0.245,DrugBank,LapRLS
DB04818,DB11278,0.245,DrugBank,LapRLS
DB13509,DB00452,0.245,DrugBank,LapRLS
DB00704,DB00615,0.245,DrugBank,LapRLS
DB00412,DB00606,0.245,DrugBank,LapRLS
DB00463,DB12184,0.245,DrugBank,LapRLS
DB08804,DB09280,0.245,DrugBank,LapRLS
DB00298,DB00208,0.2449,DrugBank,LapRLS
DB00871,DB00780,0.2449,NCRD,LapRLS
DB00232,DB06268,0.2449,DrugBank,LapRLS
DB00420,DB00463,0.2449,DrugBank,LapRLS
DB13509,DB04865,0.2449,DrugBank,LapRLS
DB00436,DB00771,0.2449,DrugBank,LapRLS
DB09214,DB00399,0.2449,DrugBank,LapRLS
DB06678,DB06717,0.2449,DrugBank,LapRLS
DB09007,DB01320,0.2449,DrugBank,LapRLS
DB00392,DB01611,0.2449,DrugBank,LapRLS
DB09209,DB13025,0.2449,DrugBank,LapRLS
DB01186,DB00938,0.2449,DrugBank,LapRLS
DB08897,DB09118,0.2449,DrugBank,LapRLS
DB01548,DB06700,0.2449,DrugBank,LapRLS
DB00834,DB00418,0.2449,DrugBank,LapRLS
DB12617,DB13509,0.2449,DrugBank,LapRLS
DB06233,DB06717,0.2449,DrugBank,LapRLS
DB01149,DB14006,0.2449,DrugBank,LapRLS
DB13509,DB08437,0.2449,DrugBank,LapRLS
DB00315,DB00372,0.2449,DrugBank,LapRLS
DB01189,DB00289,0.2448,DrugBank,LapRLS
DB00374,DB09213,0.2448,DrugBank,LapRLS
DB00568,DB01041,0.2448,DrugBank,LapRLS
DB04896,DB11672,0.2448,DrugBank,LapRLS
DB00546,DB12972,0.2448,DrugBank,LapRLS
DB00325,DB13443,0.2448,DrugBank,LapRLS
DB05289,DB09383,0.2448,DrugBank,LapRLS
DB01611,DB00705,0.2448,DrugBank,LapRLS
DB08804,DB11901,0.2448,DrugBank,LapRLS
DB01356,DB13509,0.2448,DrugBank,LapRLS
DB05212,DB01418,0.2448,DrugBank,LapRLS
DB00197,DB00606,0.2448,DrugBank,LapRLS
DB00281,DB12092,0.2448,DrugBank,LapRLS
DB00372,DB00937,0.2448,DrugBank,LapRLS
DB01611,DB09063,0.2448,DrugBank,LapRLS
DB01501,DB00774,0.2448,DrugBank,LapRLS
DB09239,DB00238,0.2448,DrugBank,LapRLS
DB01002,DB00608,0.2448,DrugBank,LapRLS
DB04820,DB00232,0.2448,DrugBank,LapRLS
DB01565,DB09074,0.2447,DrugBank,LapRLS
DB00405,DB00619,0.2447,DrugBank,LapRLS
DB00508,DB00968,0.2447,DrugBank,LapRLS
DB01030,DB01319,0.2447,DrugBank,LapRLS
DB09251,DB14033,0.2447,DrugBank,LapRLS
DB08804,DB00270,0.2447,DrugBank,LapRLS
DB01497,DB00661,0.2447,DrugBank,LapRLS
DB00405,DB06636,0.2447,DrugBank,LapRLS
DB08955,DB14006,0.2447,DrugBank,LapRLS
DB00246,DB00830,0.2447,DrugBank,LapRLS
DB12945,DB09231,0.2447,DrugBank,LapRLS
DB01576,DB04840,0.2447,DrugBank,LapRLS
DB01529,DB01319,0.2447,DrugBank,LapRLS
DB08804,DB00615,0.2447,DrugBank,LapRLS
DB04540,DB01601,0.2447,DrugBank,LapRLS
DB12843,DB08820,0.2447,DrugBank,LapRLS
DB13345,DB01267,0.2447,DrugBank,LapRLS
DB13169,DB01232,0.2447,DrugBank,LapRLS
DB01548,DB00972,0.2447,DrugBank,LapRLS
DB00590,DB01319,0.2447,DrugBank,LapRLS
DB00635,DB06689,0.2446,CRD,LapRLS
DB01159,DB00325,0.2446,CRD,LapRLS
DB13345,DB11901,0.2446,DrugBank,LapRLS
DB11642,DB11609,0.2446,DrugBank,LapRLS
DB01282,DB09229,0.2446,DrugBank,LapRLS
DB01024,DB01026,0.2446,DrugBank,LapRLS
DB09070,DB01045,0.2446,DrugBank,LapRLS
DB00543,DB01071,0.2446,DrugBank,LapRLS
DB01356,DB06160,0.2446,DrugBank,LapRLS
DB09555,DB06770,0.2446,DrugBank,LapRLS
DB00590,DB08865,0.2446,DrugBank,LapRLS
DB00306,DB08953,0.2446,DrugBank,LapRLS
DB01151,DB06190,0.2446,DrugBank,LapRLS
DB11490,DB11477,0.2446,DrugBank,LapRLS
DB00433,DB04957,0.2446,DrugBank,LapRLS
DB00699,DB01037,0.2446,DrugBank,LapRLS
DB00735,DB00769,0.2446,DrugBank,LapRLS
DB05830,DB00498,0.2446,DrugBank,LapRLS
DB00248,DB09234,0.2446,DrugBank,LapRLS
DB00372,DB13108,0.2446,DrugBank,LapRLS
DB00999,DB00416,0.2446,DrugBank,LapRLS
DB00187,DB01151,0.2446,DrugBank,LapRLS
DB09213,DB04898,0.2446,DrugBank,LapRLS
DB04896,DB01201,0.2446,DrugBank,LapRLS
DB04844,DB09048,0.2446,DrugBank,LapRLS
DB00323,DB13530,0.2446,DrugBank,LapRLS
DB01395,DB01609,0.2446,DrugBank,LapRLS
DB12406,DB04855,0.2445,DrugBank,LapRLS
DB01611,DB01072,0.2445,DrugBank,LapRLS
DB01357,DB00648,0.2445,DrugBank,LapRLS
DB00546,DB00907,0.2445,DrugBank,LapRLS
DB00546,DB00413,0.2445,DrugBank,LapRLS
DB11274,DB01015,0.2445,DrugBank,LapRLS
DB04540,DB00176,0.2445,DrugBank,LapRLS
DB01452,DB06717,0.2445,DrugBank,LapRLS
DB00872,DB13443,0.2445,DrugBank,LapRLS
DB00604,DB01239,0.2445,DrugBank,LapRLS
DB00568,DB08872,0.2444,DrugBank,LapRLS
DB01239,DB00343,0.2444,DrugBank,LapRLS
DB09124,DB00564,0.2444,DrugBank,LapRLS
DB09213,DB09351,0.2444,DrugBank,LapRLS
DB00463,DB09194,0.2444,DrugBank,LapRLS
DB00436,DB01245,0.2444,DrugBank,LapRLS
DB01240,DB09213,0.2444,DrugBank,LapRLS
DB08940,DB09063,0.2444,DrugBank,LapRLS
DB09209,DB13160,0.2444,DrugBank,LapRLS
DB08940,DB00564,0.2444,DrugBank,LapRLS
DB00524,DB01245,0.2444,DrugBank,LapRLS
DB04540,DB01263,0.2444,DrugBank,LapRLS
DB01078,DB01045,0.2444,DrugBank,LapRLS
DB04829,DB06700,0.2444,DrugBank,LapRLS
DB09351,DB09082,0.2444,DrugBank,LapRLS
DB09213,DB11642,0.2444,DrugBank,LapRLS
DB13866,DB00615,0.2444,DrugBank,LapRLS
DB04817,DB01045,0.2444,DrugBank,LapRLS
DB00306,DB13323,0.2443,DrugBank,LapRLS
DB08807,DB01353,0.2443,DrugBank,LapRLS
DB04829,DB01201,0.2443,DrugBank,LapRLS
DB01426,DB01175,0.2443,DrugBank,LapRLS
DB06736,DB08899,0.2443,DrugBank,LapRLS
DB01251,DB00188,0.2443,DrugBank,LapRLS
DB12025,DB06789,0.2443,DrugBank,LapRLS
DB00184,DB00726,0.2443,DrugBank,LapRLS
DB01548,DB09250,0.2443,DrugBank,LapRLS
DB13114,DB01176,0.2443,DrugBank,LapRLS
DB00247,DB00559,0.2443,DrugBank,LapRLS
DB00623,DB00841,0.2443,DrugBank,LapRLS
DB01356,DB01044,0.2443,DrugBank,LapRLS
DB00540,DB00830,0.2443,DrugBank,LapRLS
DB02187,DB00199,0.2443,DrugBank,LapRLS
DB00376,DB01501,0.2442,DrugBank,LapRLS
DB04844,DB08933,0.2442,DrugBank,LapRLS
DB00771,DB01459,0.2442,DrugBank,LapRLS
DB00484,DB00546,0.2442,DrugBank,LapRLS
DB01545,DB11642,0.2442,DrugBank,LapRLS
DB09292,DB01021,0.2442,DrugBank,LapRLS
DB14028,DB11901,0.2442,DrugBank,LapRLS
DB12010,DB00508,0.2442,DrugBank,LapRLS
DB09214,DB01044,0.2442,DrugBank,LapRLS
DB09194,DB00951,0.2442,DrugBank,LapRLS
DB09555,DB01565,0.2442,DrugBank,LapRLS
DB00601,DB00289,0.2442,DrugBank,LapRLS
DB01548,DB00742,0.2442,DrugBank,LapRLS
DB04573,DB00199,0.2442,DrugBank,LapRLS
DB00264,DB13443,0.2442,DrugBank,LapRLS
DB04836,DB09118,0.2442,DrugBank,LapRLS
DB00337,DB14006,0.2442,DrugBank,LapRLS
DB00801,DB00648,0.2442,DrugBank,LapRLS
DB00796,DB09213,0.2441,DrugBank,LapRLS
DB01201,DB11672,0.2441,DrugBank,LapRLS
DB01353,DB01169,0.2441,DrugBank,LapRLS
DB09049,DB04842,0.2441,DrugBank,LapRLS
DB00966,DB13509,0.2441,DrugBank,LapRLS
DB00546,DB08922,0.2441,DrugBank,LapRLS
DB09049,DB12221,0.2441,DrugBank,LapRLS
DB00514,DB01529,0.2441,DrugBank,LapRLS
DB09239,DB00220,0.2441,DrugBank,LapRLS
DB00967,DB01029,0.2441,DrugBank,LapRLS
DB00568,DB11148,0.2441,DrugBank,LapRLS
DB06695,DB00519,0.2441,DrugBank,LapRLS
DB00315,DB00777,0.2441,DrugBank,LapRLS
DB09239,DB09330,0.2441,DrugBank,LapRLS
DB14028,DB08865,0.2441,DrugBank,LapRLS
DB00214,DB09234,0.2441,DrugBank,LapRLS
DB00306,DB04872,0.244,DrugBank,LapRLS
DB00641,DB09227,0.244,DrugBank,LapRLS
DB00872,DB04468,0.244,DrugBank,LapRLS
DB09254,DB01115,0.244,DrugBank,LapRLS
DB00353,DB06700,0.244,DrugBank,LapRLS
DB13775,DB08985,0.244,DrugBank,LapRLS
DB09242,DB09240,0.244,DrugBank,LapRLS
DB00508,DB09167,0.244,DrugBank,LapRLS
DB13114,DB00270,0.244,DrugBank,LapRLS
DB12080,DB00514,0.244,DrugBank,LapRLS
DB09240,DB00703,0.244,DrugBank,LapRLS
DB01591,DB00849,0.244,DrugBank,LapRLS
DB00486,DB09229,0.2439,DrugBank,LapRLS
DB00873,DB06636,0.2439,DrugBank,LapRLS
DB01548,DB00268,0.2439,DrugBank,LapRLS
DB01193,DB09195,0.2439,DrugBank,LapRLS
DB05830,DB01167,0.2439,DrugBank,LapRLS
DB13346,DB04855,0.2439,DrugBank,LapRLS
DB14028,DB00834,0.2439,DrugBank,LapRLS
DB06711,DB01210,0.2439,DrugBank,LapRLS
DB00339,DB00191,0.2439,NCRD,LapRLS
DB00617,DB00472,0.2439,DrugBank,LapRLS
DB00268,DB12092,0.2439,DrugBank,LapRLS
DB06421,DB06595,0.2439,DrugBank,LapRLS
DB05767,DB01185,0.2439,DrugBank,LapRLS
DB04844,DB00203,0.2439,DrugBank,LapRLS
DB01495,DB00224,0.2439,DrugBank,LapRLS
DB01472,DB00972,0.2439,DrugBank,LapRLS
DB06797,DB00220,0.2439,DrugBank,LapRLS
DB08883,DB00568,0.2439,DrugBank,LapRLS
DB00905,DB09214,0.2439,DrugBank,LapRLS
DB00237,DB09038,0.2439,DrugBank,LapRLS
DB01501,DB00704,0.2439,DrugBank,LapRLS
DB11755,DB00289,0.2439,DrugBank,LapRLS
DB06196,DB00564,0.2439,DrugBank,LapRLS
DB00768,DB12161,0.2439,DrugBank,LapRLS
DB09213,DB00571,0.2439,DrugBank,LapRLS
DB00511,DB11737,0.2439,DrugBank,LapRLS
DB00306,DB01555,0.2439,DrugBank,LapRLS
DB00392,DB00254,0.2439,DrugBank,LapRLS
DB00340,DB01501,0.2439,DrugBank,LapRLS
DB00296,DB06726,0.2438,DrugBank,LapRLS
DB04817,DB00285,0.2438,DrugBank,LapRLS
DB00974,DB00856,0.2438,NCRD,LapRLS
DB01295,DB00237,0.2438,DrugBank,LapRLS
DB13114,DB00951,0.2438,DrugBank,LapRLS
DB08991,DB00769,0.2438,DrugBank,LapRLS
DB00704,DB09195,0.2438,DrugBank,LapRLS
DB14028,DB01254,0.2438,DrugBank,LapRLS
DB09249,DB09240,0.2438,DrugBank,LapRLS
DB01246,DB06700,0.2438,DrugBank,LapRLS
DB09070,DB09343,0.2438,DrugBank,LapRLS
DB00353,DB01174,0.2438,DrugBank,LapRLS
DB09076,DB01547,0.2438,DrugBank,LapRLS
DB13443,DB01359,0.2438,DrugBank,LapRLS
DB11636,DB09065,0.2437,DrugBank,LapRLS
DB06230,DB00695,0.2437,NCRD,LapRLS
