Drug1,Drug2,Prob,Source,Method
DB00395,DB00772,0.2387,CRD,GIP
DB00228,DB01032,0.2386,DrugBank,GIP
DB04827,DB11730,0.2386,DrugBank,GIP
DB00325,DB01406,0.2384,DrugBank,GIP
DB06698,DB00395,0.2382,DrugBank,GIP
DB14007,DB01079,0.2381,DrugBank,GIP
DB01612,DB13950,0.238,DrugBank,GIP
DB00166,DB09321,0.238,DrugBank,GIP
DB00371,DB06725,0.238,CRD,GIP
DB06689,DB00373,0.2379,CRD,GIP
DB00693,DB01050,0.2379,CRD,GIP
DB00159,DB12921,0.2378,DrugBank,GIP
DB03203,DB06704,0.2376,DrugBank,GIP
DB00325,DB06700,0.2375,DrugBank,GIP
DB00658,DB11792,0.2374,DrugBank,GIP
DB00746,DB05107,0.2374,DrugBank,GIP
DB13231,DB00670,0.2373,DrugBank,GIP
DB01577,DB05100,0.2373,DrugBank,GIP
DB13074,DB00515,0.2373,CRD,GIP
DB01612,DB01072,0.2372,DrugBank,GIP
DB08921,DB01108,0.237,DrugBank,GIP
DB00915,DB00414,0.2369,DrugBank,GIP
DB01005,DB00469,0.2368,CRD,GIP
DB05540,DB01182,0.2368,DrugBank,GIP
DB04539,DB12770,0.2368,DrugBank,GIP
DB01576,DB01092,0.2368,CRD,GIP
DB06799,DB00467,0.2366,DrugBank,GIP
DB00776,DB06594,0.2365,CRD,GIP
DB06261,DB06706,0.2365,DrugBank,GIP
DB00189,DB05095,0.2365,DrugBank,GIP
DB04539,DB00922,0.2365,DrugBank,GIP
DB00672,DB00228,0.2364,CRD,GIP
DB00973,DB00336,0.2364,CRD,GIP
DB06637,DB01609,0.2363,CRD,GIP
DB00325,DB08896,0.2363,CRD,GIP
DB00974,DB01377,0.2363,DrugBank,GIP
DB04827,DB00772,0.2363,DrugBank,GIP
DB09269,DB12492,0.2362,DrugBank,GIP
DB13058,DB13879,0.2362,DrugBank,GIP
DB04539,DB00298,0.2361,DrugBank,GIP
DB00371,DB00768,0.2361,CRD,GIP
DB00159,DB08864,0.236,DrugBank,GIP
DB00118,DB00368,0.236,CRD,GIP
DB00325,DB01142,0.2359,DrugBank,GIP
DB01576,DB03057,0.2359,DrugBank,GIP
DB00382,DB00636,0.2357,CRD,GIP
DB00677,DB00744,0.2356,DrugBank,GIP
DB06782,DB13063,0.2355,DrugBank,GIP
DB13058,DB06174,0.2354,DrugBank,GIP
DB11268,DB09321,0.2354,DrugBank,GIP
DB13058,DB01289,0.2353,DrugBank,GIP
DB13231,DB01074,0.2353,DrugBank,GIP
DB06445,DB09290,0.2353,DrugBank,GIP
DB05381,DB06204,0.235,DrugBank,GIP
DB00912,DB01586,0.235,CRD,GIP
DB04830,DB00382,0.2349,DrugBank,GIP
DB00672,DB13257,0.2348,CRD,GIP
DB04325,DB09269,0.2348,DrugBank,GIP
DB09248,DB04833,0.2348,DrugBank,GIP
DB03203,DB09009,0.2348,DrugBank,GIP
DB06698,DB01034,0.2348,DrugBank,GIP
DB01028,DB12645,0.2347,DrugBank,GIP
DB03203,DB04876,0.2346,DrugBank,GIP
DB01440,DB00488,0.2346,DrugBank,GIP
DB03040,DB04106,0.2345,DrugBank,GIP
DB06728,DB01142,0.2345,CRD,GIP
DB01575,DB01128,0.2345,DrugBank,GIP
DB11898,DB12958,0.2344,DrugBank,GIP
DB01170,DB02207,0.2343,DrugBank,GIP
DB06728,DB01600,0.2343,DrugBank,GIP
DB14043,DB01377,0.2342,DrugBank,GIP
DB00262,DB05107,0.2341,DrugBank,GIP
DB03040,DB00818,0.2341,DrugBank,GIP
DB01232,DB06264,0.234,CRD,GIP
DB09072,DB00576,0.234,DrugBank,GIP
DB00763,DB00701,0.234,DrugBank,GIP
DB06512,DB01008,0.234,CRD,GIP
DB00217,DB09009,0.2339,DrugBank,GIP
DB03793,DB09281,0.2339,DrugBank,GIP
DB03128,DB06335,0.2339,CRD,GIP
DB09561,DB00530,0.2338,DrugBank,GIP
DB06770,DB01096,0.2338,DrugBank,GIP
DB04908,DB00191,0.2338,CRD,GIP
DB06419,DB04572,0.2337,CRD,GIP
DB01626,DB11737,0.2337,DrugBank,GIP
DB00339,DB12492,0.2336,DrugBank,GIP
DB01213,DB01235,0.2335,CRD,GIP
DB00583,DB13346,0.2335,DrugBank,GIP
DB00316,DB12770,0.2335,DrugBank,GIP
DB04557,DB06412,0.2335,DrugBank,GIP
DB09161,DB09215,0.2334,DrugBank,GIP
DB04557,DB01105,0.2333,DrugBank,GIP
DB09281,DB09249,0.2332,DrugBank,GIP
DB11898,DB03568,0.2332,DrugBank,GIP
DB08908,DB01240,0.2332,DrugBank,GIP
DB01612,DB00898,0.2331,DrugBank,GIP
DB01189,DB00680,0.2331,DrugBank,GIP
DB06819,DB00814,0.2331,CRD,GIP
DB00544,DB00599,0.2331,CRD,GIP
DB00325,DB01181,0.233,CRD,GIP
DB09026,DB00371,0.233,CRD,GIP
DB00488,DB01036,0.233,DrugBank,GIP
DB11779,DB01576,0.2329,CRD,GIP
DB00529,DB00607,0.2329,DrugBank,GIP
DB09352,DB02959,0.2329,DrugBank,GIP
DB09139,DB05885,0.2329,DrugBank,GIP
DB00118,DB00865,0.2328,CRD,GIP
DB06728,DB09291,0.2328,CRD,GIP
DB00409,DB03756,0.2328,CRD,GIP
DB13231,DB00714,0.2327,DrugBank,GIP
DB06782,DB00903,0.2327,DrugBank,GIP
DB00727,DB04872,0.2327,DrugBank,GIP
DB00658,DB06210,0.2327,DrugBank,GIP
DB03754,DB00795,0.2326,DrugBank,GIP
DB03754,DB13182,0.2326,DrugBank,GIP
DB00189,DB00530,0.2326,DrugBank,GIP
DB01349,DB00974,0.2326,CRD,GIP
DB00228,DB03568,0.2325,DrugBank,GIP
DB04619,DB08984,0.2324,DrugBank,GIP
DB00316,DB00414,0.2324,DrugBank,GIP
DB01577,DB00555,0.2324,DrugBank,GIP
DB09499,DB11477,0.2323,DrugBank,GIP
DB00316,DB01207,0.2323,DrugBank,GIP
DB00217,DB01099,0.2323,DrugBank,GIP
DB00395,DB01351,0.2322,CRD,GIP
DB01626,DB05095,0.2322,DrugBank,GIP
DB00720,DB01178,0.2322,DrugBank,GIP
DB12821,DB06660,0.2322,DrugBank,GIP
DB13099,DB08987,0.2322,DrugBank,GIP
DB00166,DB01388,0.2321,DrugBank,GIP
DB00228,DB01367,0.232,DrugBank,GIP
DB02962,DB09516,0.232,DrugBank,GIP
DB11898,DB00527,0.232,DrugBank,GIP
DB04886,DB00891,0.2319,CRD,GIP
DB00763,DB12901,0.2318,DrugBank,GIP
DB01575,DB00234,0.2317,DrugBank,GIP
DB05540,DB09283,0.2317,DrugBank,GIP
DB06799,DB12338,0.2316,DrugBank,GIP
DB00727,DB04365,0.2316,DrugBank,GIP
DB06782,DB06774,0.2316,DrugBank,GIP
DB06783,DB00870,0.2315,DrugBank,GIP
DB00325,DB00645,0.2315,DrugBank,GIP
DB00780,DB01193,0.2315,CRD,GIP
DB04794,DB01176,0.2314,CRD,GIP
DB08841,DB04888,0.2314,DrugBank,GIP
DB01074,DB04786,0.2314,DrugBank,GIP
DB04165,DB06727,0.2313,DrugBank,GIP
DB00544,DB06401,0.2313,DrugBank,GIP
DB04830,DB12920,0.2313,DrugBank,GIP
DB06783,DB06210,0.2311,DrugBank,GIP
DB00515,DB08993,0.2311,DrugBank,GIP
DB00763,DB00350,0.2311,DrugBank,GIP
DB01440,DB12749,0.2311,DrugBank,GIP
DB00633,DB04572,0.2311,CRD,GIP
DB01563,DB01414,0.231,DrugBank,GIP
DB01008,DB03754,0.231,DrugBank,GIP
DB02962,DB05095,0.231,DrugBank,GIP
DB00159,DB11591,0.231,DrugBank,GIP
DB00566,DB01685,0.231,DrugBank,GIP
DB01232,DB00926,0.2309,CRD,GIP
DB00397,DB00636,0.2309,CRD,GIP
DB04830,DB13025,0.2309,DrugBank,GIP
DB01612,DB13595,0.2308,DrugBank,GIP
DB04325,DB00697,0.2308,DrugBank,GIP
DB04539,DB03424,0.2308,DrugBank,GIP
DB06799,DB00320,0.2308,DrugBank,GIP
DB06698,DB09056,0.2307,DrugBank,GIP
DB06799,DB01545,0.2307,DrugBank,GIP
DB00374,DB00883,0.2307,CRD,GIP
DB04886,DB00772,0.2306,CRD,GIP
DB00915,DB08987,0.2306,DrugBank,GIP
DB06799,DB01018,0.2306,DrugBank,GIP
DB01612,DB06218,0.2306,DrugBank,GIP
DB00727,DB13069,0.2305,DrugBank,GIP
DB14007,DB09009,0.2304,DrugBank,GIP
DB13231,DB09001,0.2304,DrugBank,GIP
DB00742,DB04165,0.2303,DrugBank,GIP
DB00358,DB01154,0.2303,CRD,GIP
DB00720,DB09516,0.2302,DrugBank,GIP
DB08834,DB06742,0.2302,CRD,GIP
DB00866,DB00523,0.2302,CRD,GIP
DB00862,DB00858,0.2302,CRD,GIP
DB00996,DB12381,0.2301,DrugBank,GIP
DB01143,DB09516,0.2301,DrugBank,GIP
DB00159,DB00753,0.2301,DrugBank,GIP
DB00753,DB00440,0.2301,DrugBank,GIP
DB00411,DB08993,0.23,DrugBank,GIP
DB01263,DB00784,0.23,CRD,GIP
DB06412,DB01213,0.23,CRD,GIP
DB00763,DB09069,0.2299,DrugBank,GIP
DB00374,DB01020,0.2298,CRD,GIP
DB14007,DB01008,0.2298,DrugBank,GIP
DB01019,DB12770,0.2297,DrugBank,GIP
DB00804,DB00281,0.2296,CRD,GIP
DB09281,DB06652,0.2296,DrugBank,GIP
DB09139,DB06412,0.2296,DrugBank,GIP
DB00495,DB00858,0.2296,CRD,GIP
DB01213,DB01171,0.2295,CRD,GIP
DB04325,DB06235,0.2295,DrugBank,GIP
DB13099,DB01627,0.2294,DrugBank,GIP
DB00217,DB12051,0.2293,DrugBank,GIP
DB06637,DB06442,0.2293,DrugBank,GIP
DB11898,DB00181,0.2293,DrugBank,GIP
DB06770,DB13835,0.2293,DrugBank,GIP
DB11780,DB00488,0.229,DrugBank,GIP
DB09031,DB05095,0.229,DrugBank,GIP
DB01074,DB09272,0.229,DrugBank,GIP
DB04539,DB01006,0.2289,DrugBank,GIP
DB09102,DB00523,0.2289,CRD,GIP
DB09139,DB08805,0.2289,DrugBank,GIP
DB00658,DB06730,0.2288,DrugBank,GIP
DB01259,DB09148,0.2288,CRD,GIP
DB06799,DB09241,0.2287,DrugBank,GIP
DB00228,DB06412,0.2287,DrugBank,GIP
DB13058,DB12379,0.2286,DrugBank,GIP
DB00325,DB06660,0.2285,DrugBank,GIP
DB00228,DB01036,0.2285,DrugBank,GIP
DB11156,DB00371,0.2285,CRD,GIP
DB03203,DB05708,0.2285,DrugBank,GIP
DB00488,DB03568,0.2284,DrugBank,GIP
DB00395,DB09065,0.2284,CRD,GIP
DB00409,DB01043,0.2284,CRD,GIP
DB01077,DB13003,0.2284,DrugBank,GIP
DB01256,DB01056,0.2284,CRD,GIP
DB11779,DB00371,0.2283,CRD,GIP
DB01213,DB06512,0.2283,CRD,GIP
DB00325,DB09075,0.2282,DrugBank,GIP
DB01105,DB00264,0.2282,CRD,GIP
DB00228,DB06706,0.2281,DrugBank,GIP
DB06770,DB00236,0.2281,DrugBank,GIP
DB11995,DB00909,0.2281,CRD,GIP
DB11921,DB06204,0.2281,CRD,GIP
DB00583,DB00551,0.228,DrugBank,GIP
DB04830,DB09281,0.228,DrugBank,GIP
DB04557,DB00706,0.228,DrugBank,GIP
DB13099,DB12770,0.228,DrugBank,GIP
DB06689,DB01340,0.2279,DrugBank,GIP
DB01612,DB12730,0.2279,DrugBank,GIP
DB06706,DB13835,0.2279,DrugBank,GIP
DB06706,DB01438,0.2279,DrugBank,GIP
DB01575,DB06670,0.2278,DrugBank,GIP
DB01043,DB00501,0.2278,DrugBank,GIP
DB00566,DB01182,0.2277,DrugBank,GIP
DB06783,DB00461,0.2277,DrugBank,GIP
DB01008,DB01036,0.2277,DrugBank,GIP
DB01074,DB00414,0.2277,DrugBank,GIP
DB01213,DB00768,0.2275,CRD,GIP
DB03756,DB00787,0.2274,CRD,GIP
DB13255,DB01113,0.2274,DrugBank,GIP
DB00583,DB09516,0.2273,DrugBank,GIP
DB01577,DB01034,0.2273,DrugBank,GIP
DB08834,DB13136,0.2272,CRD,GIP
DB12821,DB01113,0.2272,DrugBank,GIP
DB00804,DB08909,0.2271,CRD,GIP
DB01575,DB06480,0.2271,DrugBank,GIP
DB09072,DB06235,0.2271,DrugBank,GIP
DB06698,DB01627,0.2271,DrugBank,GIP
DB04066,DB01295,0.2271,DrugBank,GIP
DB09026,DB00858,0.2271,CRD,GIP
DB04557,DB00645,0.227,DrugBank,GIP
DB01440,DB12289,0.2269,DrugBank,GIP
DB06782,DB00525,0.2269,DrugBank,GIP
DB06799,DB00280,0.2268,DrugBank,GIP
DB11780,DB00720,0.2268,DrugBank,GIP
DB01074,DB00665,0.2268,CRD,GIP
DB00224,DB01213,0.2267,CRD,GIP
DB01577,DB01092,0.2266,CRD,GIP
DB01043,DB04846,0.2266,CRD,GIP
DB04557,DB00235,0.2266,DrugBank,GIP
DB00855,DB01240,0.2266,DrugBank,GIP
DB06689,DB01107,0.2265,CRD,GIP
DB00122,DB01414,0.2265,DrugBank,GIP
DB00358,DB06410,0.2263,CRD,GIP
DB03128,DB06762,0.2263,CRD,GIP
DB00974,DB09056,0.2263,DrugBank,GIP
DB09251,DB01032,0.2263,DrugBank,GIP
DB09459,DB06412,0.2262,DrugBank,GIP
DB00788,DB01431,0.2262,CRD,GIP
DB01190,DB00753,0.2262,CRD,GIP
DB03040,DB09290,0.2262,DrugBank,GIP
DB04325,DB01245,0.2262,DrugBank,GIP
DB01612,DB06193,0.2262,DrugBank,GIP
DB03756,DB00488,0.2262,DrugBank,GIP
DB00627,DB03701,0.2261,CRD,GIP
DB06728,DB13874,0.2261,CRD,GIP
DB06261,DB00395,0.2259,DrugBank,GIP
DB00382,DB01159,0.2259,CRD,GIP
DB11995,DB00927,0.2258,CRD,GIP
DB09139,DB12901,0.2257,DrugBank,GIP
DB01878,DB01207,0.2257,DrugBank,GIP
DB11210,DB12967,0.2257,DrugBank,GIP
DB01612,DB00331,0.2257,DrugBank,GIP
DB00379,DB11156,0.2257,CRD,GIP
DB01028,DB03880,0.2256,DrugBank,GIP
DB00325,DB09079,0.2256,DrugBank,GIP
DB06799,DB09063,0.2255,DrugBank,GIP
DB09249,DB00250,0.2255,DrugBank,GIP
DB09251,DB12958,0.2255,DrugBank,GIP
DB00912,DB00262,0.2254,CRD,GIP
DB06783,DB00934,0.2254,DrugBank,GIP
DB00159,DB00331,0.2254,DrugBank,GIP
DB00720,DB01105,0.2254,DrugBank,GIP
DB06698,DB00922,0.2253,DrugBank,GIP
DB00313,DB00310,0.2253,DrugBank,GIP
DB13231,DB00492,0.2253,DrugBank,GIP
DB00316,DB09017,0.2253,DrugBank,GIP
DB01105,DB06637,0.2253,CRD,GIP
DB04557,DB03754,0.2252,DrugBank,GIP
DB03754,DB00637,0.2251,DrugBank,GIP
DB06445,DB13063,0.225,DrugBank,GIP
DB09250,DB00371,0.2249,DrugBank,GIP
DB00395,DB08820,0.2248,CRD,GIP
DB02962,DB01207,0.2248,DrugBank,GIP
DB08921,DB01597,0.2248,DrugBank,GIP
DB00159,DB08827,0.2247,DrugBank,GIP
DB04572,DB01036,0.2247,DrugBank,GIP
DB09499,DB01600,0.2247,DrugBank,GIP
DB00711,DB13003,0.2247,DrugBank,GIP
DB00217,DB00384,0.2246,DrugBank,GIP
DB00375,DB00633,0.2246,DrugBank,GIP
DB00917,DB02300,0.2245,CRD,GIP
DB04165,DB03843,0.2245,DrugBank,GIP
DB03756,DB09235,0.2245,DrugBank,GIP
DB00915,DB09283,0.2245,DrugBank,GIP
DB00727,DB00665,0.2245,DrugBank,GIP
DB03128,DB11956,0.2244,DrugBank,GIP
DB00720,DB09251,0.2244,DrugBank,GIP
DB09281,DB12693,0.2244,DrugBank,GIP
DB04830,DB13694,0.2243,DrugBank,GIP
DB00996,DB04858,0.2243,DrugBank,GIP
DB01576,DB02959,0.2243,DrugBank,GIP
DB00917,DB00153,0.2243,CRD,GIP
DB03128,DB01181,0.2242,CRD,GIP
DB00411,DB02855,0.2242,DrugBank,GIP
DB09072,DB01414,0.2238,DrugBank,GIP
DB00316,DB09138,0.2238,DrugBank,GIP
DB01440,DB06200,0.2237,DrugBank,GIP
DB01097,DB01043,0.2237,CRD,GIP
DB03754,DB09206,0.2237,DrugBank,GIP
DB06770,DB11581,0.2237,DrugBank,GIP
DB00302,DB09254,0.2237,DrugBank,GIP
DB06799,DB00375,0.2237,DrugBank,GIP
DB00202,DB00530,0.2236,DrugBank,GIP
DB01190,DB00574,0.2236,CRD,GIP
DB09277,DB06266,0.2235,DrugBank,GIP
DB00742,DB00533,0.2235,DrugBank,GIP
DB08938,DB00176,0.2235,DrugBank,GIP
DB06154,DB04786,0.2234,DrugBank,GIP
DB00658,DB13711,0.2234,DrugBank,GIP
DB06728,DB00776,0.2234,DrugBank,GIP
DB01008,DB05885,0.2234,DrugBank,GIP
DB00973,DB04841,0.2234,CRD,GIP
DB06728,DB09011,0.2233,DrugBank,GIP
DB06799,DB06694,0.2233,DrugBank,GIP
DB04827,DB00332,0.2233,DrugBank,GIP
DB01219,DB06689,0.2233,CRD,GIP
DB01213,DB01029,0.2233,CRD,GIP
DB00224,DB09148,0.2232,CRD,GIP
DB11156,DB06264,0.2232,CRD,GIP
DB00720,DB09075,0.2232,DrugBank,GIP
DB04165,DB00811,0.2232,DrugBank,GIP
DB03127,DB00228,0.2232,DrugBank,GIP
DB06689,DB04106,0.2231,DrugBank,GIP
DB06689,DB01006,0.223,CRD,GIP
DB00822,DB01597,0.223,DrugBank,GIP
DB00917,DB00617,0.223,CRD,GIP
DB08887,DB00395,0.2229,DrugBank,GIP
DB11632,DB00515,0.2228,CRD,GIP
DB11268,DB01764,0.2227,DrugBank,GIP
DB05540,DB00343,0.2227,DrugBank,GIP
DB04325,DB00604,0.2225,DrugBank,GIP
DB11936,DB01388,0.2225,DrugBank,GIP
DB00316,DB01117,0.2225,DrugBank,GIP
DB00658,DB00582,0.2224,DrugBank,GIP
DB06797,DB01218,0.2224,DrugBank,GIP
DB00742,DB01273,0.2224,DrugBank,GIP
DB01170,DB00706,0.2224,DrugBank,GIP
DB06770,DB01414,0.2224,DrugBank,GIP
DB00339,DB01006,0.2223,DrugBank,GIP
DB03203,DB09243,0.2222,DrugBank,GIP
DB00643,DB01580,0.2222,CRD,GIP
DB00166,DB06706,0.2222,DrugBank,GIP
DB06689,DB01289,0.2222,DrugBank,GIP
DB08834,DB00420,0.2221,CRD,GIP
DB04936,DB09009,0.222,DrugBank,GIP
DB14043,DB09056,0.222,DrugBank,GIP
DB04936,DB00310,0.222,DrugBank,GIP
DB06783,DB13711,0.222,DrugBank,GIP
DB01143,DB12901,0.222,DrugBank,GIP
DB00234,DB01296,0.2219,CRD,GIP
DB06728,DB09039,0.2218,DrugBank,GIP
DB09224,DB00325,0.2218,CRD,GIP
DB00677,DB01764,0.2218,DrugBank,GIP
DB00859,DB01182,0.2217,DrugBank,GIP
DB00742,DB12884,0.2217,DrugBank,GIP
DB06154,DB09272,0.2217,DrugBank,GIP
DB01612,DB06652,0.2216,DrugBank,GIP
DB01097,DB11155,0.2216,CRD,GIP
DB03754,DB14043,0.2216,DrugBank,GIP
DB11632,DB00262,0.2216,CRD,GIP
DB00544,DB06726,0.2215,CRD,GIP
DB06689,DB01074,0.2215,DrugBank,GIP
DB00996,DB09069,0.2215,DrugBank,GIP
DB01575,DB00818,0.2214,DrugBank,GIP
DB00121,DB06413,0.2214,CRD,GIP
DB00693,DB06470,0.2214,CRD,GIP
DB00252,DB03128,0.2214,CRD,GIP
DB00753,DB01079,0.2214,DrugBank,GIP
DB01019,DB09097,0.2214,DrugBank,GIP
DB00228,DB09281,0.2213,DrugBank,GIP
DB11611,DB00636,0.2212,CRD,GIP
DB01033,DB01083,0.2212,DrugBank,GIP
DB00395,DB00636,0.2211,CRD,GIP
DB05804,DB03756,0.221,CRD,GIP
DB04066,DB11912,0.221,DrugBank,GIP
DB00711,DB01006,0.2209,DrugBank,GIP
DB00302,DB09251,0.2209,DrugBank,GIP
DB08908,DB02852,0.2208,DrugBank,GIP
DB03754,DB12338,0.2208,DrugBank,GIP
DB09053,DB00945,0.2208,CRD,GIP
DB01071,DB00325,0.2207,CRD,GIP
DB05540,DB04930,0.2207,DrugBank,GIP
DB09251,DB02207,0.2207,DrugBank,GIP
DB00228,DB00300,0.2207,CRD,GIP
DB06783,DB00250,0.2206,DrugBank,GIP
DB00720,DB06702,0.2206,DrugBank,GIP
DB12821,DB01079,0.2206,DrugBank,GIP
DB04325,DB07931,0.2206,DrugBank,GIP
DB03754,DB00408,0.2206,DrugBank,GIP
DB03128,DB06267,0.2205,DrugBank,GIP
DB01105,DB06728,0.2205,CRD,GIP
DB00122,DB00533,0.2205,DrugBank,GIP
DB06445,DB02255,0.2204,DrugBank,GIP
DB13323,DB00714,0.2204,DrugBank,GIP
DB00374,DB00730,0.2204,CRD,GIP
DB00720,DB11780,0.2203,DrugBank,GIP
DB00121,DB00974,0.2203,CRD,GIP
DB11898,DB01178,0.2202,DrugBank,GIP
DB01878,DB04872,0.2202,DrugBank,GIP
DB00658,DB00250,0.2202,DrugBank,GIP
DB06261,DB06762,0.2201,DrugBank,GIP
DB06445,DB04572,0.2201,DrugBank,GIP
DB03756,DB11921,0.22,CRD,GIP
DB00627,DB00998,0.22,CRD,GIP
DB00189,DB04930,0.22,DrugBank,GIP
DB03754,DB12677,0.2199,DrugBank,GIP
DB00559,DB11156,0.2199,CRD,GIP
DB01367,DB04572,0.2199,CRD,GIP
DB03756,DB00346,0.2198,CRD,GIP
DB09128,DB00891,0.2198,CRD,GIP
DB03127,DB04786,0.2198,DrugBank,GIP
DB00488,DB00706,0.2197,DrugBank,GIP
DB02520,DB06442,0.2197,DrugBank,GIP
DB06689,DB12085,0.2197,DrugBank,GIP
DB01213,DB00627,0.2197,CRD,GIP
DB06783,DB09221,0.2196,DrugBank,GIP
DB00822,DB02207,0.2196,DrugBank,GIP
DB01019,DB09138,0.2196,DrugBank,GIP
DB06706,DB01414,0.2196,DrugBank,GIP
DB01259,DB03756,0.2195,CRD,GIP
DB06689,DB01036,0.2195,CRD,GIP
DB01008,DB01105,0.2195,DrugBank,GIP
DB09031,DB09225,0.2195,DrugBank,GIP
DB00395,DB12532,0.2194,CRD,GIP
DB06689,DB11156,0.2194,CRD,GIP
DB03756,DB00633,0.2194,CRD,GIP
DB06698,DB09166,0.2194,DrugBank,GIP
DB00720,DB01113,0.2192,DrugBank,GIP
DB00658,DB06698,0.2192,DrugBank,GIP
DB00158,DB06413,0.2192,CRD,GIP
DB00234,DB11156,0.2192,CRD,GIP
DB06512,DB00858,0.2191,CRD,GIP
DB06799,DB11915,0.2191,DrugBank,GIP
DB11126,DB00559,0.219,DrugBank,GIP
DB03754,DB09220,0.2189,DrugBank,GIP
DB05381,DB03424,0.2188,DrugBank,GIP
DB11898,DB01142,0.2188,DrugBank,GIP
DB03203,DB11737,0.2188,DrugBank,GIP
DB06512,DB00822,0.2187,CRD,GIP
DB04572,DB06700,0.2187,DrugBank,GIP
DB00331,DB06442,0.2186,DrugBank,GIP
DB00629,DB01197,0.2186,CRD,GIP
DB00814,DB06689,0.2186,CRD,GIP
DB00629,DB00312,0.2186,CRD,GIP
DB01576,DB00395,0.2185,DrugBank,GIP
DB11268,DB02281,0.2185,DrugBank,GIP
DB03754,DB06195,0.2185,DrugBank,GIP
DB01575,DB12967,0.2185,DrugBank,GIP
DB00122,DB00720,0.2185,DrugBank,GIP
DB06727,DB01083,0.2185,DrugBank,GIP
DB02962,DB12770,0.2184,DrugBank,GIP
DB13058,DB01169,0.2184,DrugBank,GIP
DB00742,DB01243,0.2184,DrugBank,GIP
DB03203,DB00384,0.2184,DrugBank,GIP
DB06770,DB08810,0.2184,DrugBank,GIP
DB08938,DB00697,0.2184,DrugBank,GIP
DB06782,DB09204,0.2184,DrugBank,GIP
DB09352,DB06702,0.2183,DrugBank,GIP
DB00170,DB00784,0.2183,CRD,GIP
DB00234,DB06732,0.2183,CRD,GIP
DB00932,DB08804,0.2183,CRD,GIP
DB00339,DB00795,0.2183,CRD,GIP
DB09161,DB13643,0.2182,DrugBank,GIP
DB11898,DB12901,0.2182,DrugBank,GIP
DB11921,DB01107,0.2182,CRD,GIP
DB06783,DB01072,0.2182,DrugBank,GIP
DB00996,DB03057,0.2181,DrugBank,GIP
DB03203,DB05095,0.2181,DrugBank,GIP
DB00855,DB11956,0.2181,DrugBank,GIP
DB00727,DB06412,0.2181,DrugBank,GIP
DB01878,DB05540,0.2181,DrugBank,GIP
DB06689,DB00700,0.2181,CRD,GIP
DB00677,DB09281,0.218,DrugBank,GIP
DB06689,DB01142,0.218,CRD,GIP
DB00316,DB04872,0.218,DrugBank,GIP
DB04830,DB12752,0.2179,DrugBank,GIP
DB04830,DB01388,0.2179,DrugBank,GIP
DB01077,DB01218,0.2179,DrugBank,GIP
DB00316,DB02855,0.2178,DrugBank,GIP
DB06728,DB00699,0.2178,DrugBank,GIP
DB00727,DB01036,0.2178,DrugBank,GIP
DB03040,DB01764,0.2178,DrugBank,GIP
DB01263,DB00927,0.2177,CRD,GIP
DB00822,DB00330,0.2177,DrugBank,GIP
DB01612,DB02365,0.2177,DrugBank,GIP
DB00583,DB08984,0.2177,DrugBank,GIP
DB03754,DB13500,0.2176,DrugBank,GIP
DB09561,DB00677,0.2176,DrugBank,GIP
DB01613,DB01018,0.2175,DrugBank,GIP
DB00366,DB00865,0.2175,CRD,GIP
DB08834,DB01009,0.2174,CRD,GIP
DB00804,DB01275,0.2174,CRD,GIP
DB09459,DB01142,0.2174,DrugBank,GIP
DB05540,DB09138,0.2173,DrugBank,GIP
DB06783,DB01162,0.2173,DrugBank,GIP
DB01043,DB01126,0.2173,CRD,GIP
DB09139,DB09075,0.2173,DrugBank,GIP
DB08958,DB05107,0.2172,DrugBank,GIP
DB04827,DB09297,0.2171,DrugBank,GIP
DB09459,DB08805,0.217,DrugBank,GIP
DB08841,DB13063,0.217,DrugBank,GIP
DB00566,DB04365,0.2169,DrugBank,GIP
DB06782,DB07931,0.2169,DrugBank,GIP
DB11362,DB00179,0.2169,CRD,GIP
DB03754,DB06445,0.2168,DrugBank,GIP
DB12821,DB05381,0.2167,DrugBank,GIP
DB01074,DB09281,0.2167,DrugBank,GIP
DB06732,DB00592,0.2167,CRD,GIP
DB01236,DB08802,0.2167,DrugBank,GIP
DB00166,DB09247,0.2166,DrugBank,GIP
DB01558,DB01197,0.2165,CRD,GIP
DB03793,DB00414,0.2165,DrugBank,GIP
DB06637,DB04846,0.2165,CRD,GIP
DB00566,DB06209,0.2164,DrugBank,GIP
DB00374,DB00373,0.2163,CRD,GIP
DB04165,DB13950,0.2163,DrugBank,GIP
DB09063,DB00852,0.2163,CRD,GIP
DB00917,DB01233,0.2162,CRD,GIP
DB00973,DB00792,0.2162,CRD,GIP
DB01043,DB08987,0.2162,DrugBank,GIP
DB06799,DB01103,0.2162,DrugBank,GIP
DB00658,DB00550,0.2162,DrugBank,GIP
DB00230,DB00350,0.2162,DrugBank,GIP
DB01019,DB00744,0.2161,DrugBank,GIP
DB00915,DB09138,0.2161,DrugBank,GIP
DB06770,DB06266,0.2161,DrugBank,GIP
DB00166,DB01008,0.2161,DrugBank,GIP
DB11898,DB01105,0.2161,DrugBank,GIP
DB06799,DB12422,0.2161,DrugBank,GIP
DB01156,DB06730,0.2161,CRD,GIP
DB09053,DB01296,0.2161,CRD,GIP
DB09026,DB06204,0.2161,CRD,GIP
DB01120,DB00957,0.21600000000000005,CRD,GIP
